id,utterance,topics,primary_topic,confidence,source,annotator_id,created_at
topic_000273,Office mein sab kuch bahut stressful ho gaya hai.,"[""workplace_stress""]",workplace_stress,0.9,synthetic,ann_004,2025-02-06T20:15:04Z
topic_000274,Partner ke saath bahut jhagde ho rahe hain.,"[""relationship_issues""]",relationship_issues,0.87,synthetic,ann_003,2025-03-25T14:30:16Z
topic_000275,I'm burning out from studying and my body is breaking down.,"[""academic_stress"", ""health_concerns""]",academic_stress,0.9,synthetic,ann_001,2024-09-27T08:47:13Z
topic_000276,I'm failing my course and I feel like a complete failure.,"[""academic_stress""]",academic_stress,0.93,synthetic,ann_005,2025-01-17T14:48:10Z
topic_000277,My professors don't support me and I feel completely on my own.,"[""academic_stress""]",academic_stress,0.93,synthetic,ann_004,2024-08-20T08:08:35Z
topic_000278,I'm dealing with imposter syndrome at university.,"[""academic_stress""]",academic_stress,0.95,synthetic,ann_002,2024-08-27T12:21:48Z
topic_000279,I'm in medical school and the workload is destroying my mental health.,"[""academic_stress""]",academic_stress,0.88,synthetic,ann_004,2025-03-08T09:28:16Z
topic_000280,I feel like I give so much in relationships and get nothing back.,"[""relationship_issues""]",relationship_issues,0.92,synthetic,ann_003,2024-09-28T00:44:54Z
topic_000281,I feel like my family doesn't love me the way I need to be loved.,"[""relationship_issues""]",relationship_issues,0.87,synthetic,ann_001,2025-03-17T18:15:56Z
topic_000282,I'm dealing with a very difficult colleague who makes my work life hell.,"[""workplace_stress""]",workplace_stress,0.92,synthetic,ann_005,2024-09-30T21:54:21Z
topic_000283,I'm struggling to study because my family is going through a crisis.,"[""academic_stress"", ""relationship_issues""]",academic_stress,0.85,synthetic,ann_004,2024-10-05T00:41:05Z
topic_000284,I feel ashamed of my financial situation in front of my partner.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.87,synthetic,ann_001,2024-12-21T10:19:52Z
topic_000285,I struggle to form close friendships and I often feel alone.,"[""relationship_issues""]",relationship_issues,0.87,synthetic,ann_003,2025-01-25T18:49:52Z
topic_000286,I have severe IBS that controls my life and makes me anxious.,"[""health_concerns""]",health_concerns,0.92,synthetic,ann_003,2024-10-04T06:52:47Z
topic_000287,Maa-baap bahut pressure dete hain aur main thak gaya hun.,"[""relationship_issues""]",relationship_issues,0.92,synthetic,ann_001,2024-11-17T14:26:55Z
topic_000288,I feel like I'm not smart enough to be where I am academically.,"[""academic_stress""]",academic_stress,0.95,synthetic,ann_005,2025-01-26T11:46:11Z
topic_000289,I am dealing with the physical effects of long-term stress.,"[""health_concerns""]",health_concerns,0.87,synthetic,ann_004,2025-03-14T15:25:44Z
topic_000290,I'm in medical school and the workload is destroying my mental health.,"[""academic_stress""]",academic_stress,0.88,synthetic,ann_002,2024-10-01T03:12:35Z
topic_000291,I gave up everything for this job and it's not working out.,"[""workplace_stress""]",workplace_stress,0.92,synthetic,ann_005,2024-11-03T05:16:21Z
topic_000292,I feel deeply misunderstood by everyone around me.,"[""relationship_issues""]",relationship_issues,0.87,synthetic,ann_003,2024-07-10T06:42:00Z
topic_000293,I'm going through a divorce and the financial situation is devastating.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.9,synthetic,ann_001,2025-03-26T08:42:18Z
topic_000294,I travel too much for work and my family is falling apart.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.87,synthetic,ann_002,2024-06-14T01:15:42Z
topic_000295,Partner ke saath bahut jhagde ho rahe hain.,"[""relationship_issues""]",relationship_issues,0.92,synthetic,ann_004,2024-12-13T07:25:48Z
topic_000296,Health ki wajah se sab kuch rok diya hai mujhne.,"[""health_concerns""]",health_concerns,0.95,synthetic,ann_005,2024-12-04T00:53:30Z
topic_000297,I'm dealing with depression and it's derailing my academic performance.,"[""academic_stress"", ""health_concerns""]",academic_stress,0.87,synthetic,ann_004,2024-07-28T11:34:32Z
topic_000298,I'm supporting my family alone and the financial pressure is crushing.,"[""financial_stress""]",financial_stress,0.92,synthetic,ann_005,2025-01-05T09:19:10Z
topic_000299,I'm struggling with jealousy in my relationship and it's driving me crazy.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_005,2024-07-16T17:36:43Z
topic_000300,I've been in a toxic relationship for years and I can't leave.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_005,2024-06-29T15:24:23Z
topic_000301,My in-laws create so much stress in my marriage.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_001,2024-11-30T02:39:40Z
topic_000302,I've been passed over for promotion three times and I'm losing faith.,"[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_005,2024-06-04T18:07:41Z
topic_000303,I can't focus on my studies because of everything going on in my life.,"[""academic_stress""]",academic_stress,0.9,synthetic,ann_002,2024-06-02T08:22:24Z
topic_000304,I'm afraid to get the medical help I need because I can't afford it.,"[""health_concerns"", ""financial_stress""]",health_concerns,0.87,synthetic,ann_002,2025-03-01T13:03:08Z
topic_000305,I can't separate my self-worth from my performance at work.,"[""workplace_stress""]",workplace_stress,0.97,synthetic,ann_005,2024-12-09T18:30:18Z
topic_000306,Partner ke saath bahut jhagde ho rahe hain.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_005,2024-07-29T14:07:37Z
topic_000307,My parents are getting divorced and it's tearing our family apart.,"[""relationship_issues""]",relationship_issues,0.92,synthetic,ann_002,2024-07-24T10:31:16Z
topic_000308,Office mein sab kuch bahut stressful ho gaya hai.,"[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_002,2024-10-16T19:12:30Z
topic_000309,My company is going under and I'm terrified about my financial future.,"[""workplace_stress"", ""financial_stress""]",workplace_stress,0.82,synthetic,ann_004,2025-03-17T04:06:42Z
topic_000310,I'm burned out and distant from my family because of constant work stress.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.87,synthetic,ann_002,2025-03-09T05:54:36Z
topic_000311,Financial stress is the main cause of conflict in my relationship.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.82,synthetic,ann_005,2024-07-13T10:54:06Z
topic_000312,I'm afraid to get the medical help I need because I can't afford it.,"[""health_concerns"", ""financial_stress""]",health_concerns,0.85,synthetic,ann_003,2024-11-23T12:04:20Z
topic_000313,We can't afford to buy a house and it's causing constant tension.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.85,synthetic,ann_004,2025-03-19T00:18:23Z
topic_000314,I'm underpaid and overworked and the financial pressure is making me anxious.,"[""workplace_stress"", ""financial_stress""]",workplace_stress,0.87,synthetic,ann_002,2024-12-31T00:58:53Z
topic_000315,I'm in my final year and I'm terrified of graduating and entering the real world.,"[""academic_stress""]",academic_stress,0.95,synthetic,ann_004,2024-08-30T01:03:01Z
topic_000316,My family never understands me no matter how hard I try.,"[""relationship_issues""]",relationship_issues,0.92,synthetic,ann_004,2024-08-14T13:37:06Z
topic_000317,I have ADHD and a chronic illness and I'm struggling academically.,"[""academic_stress"", ""health_concerns""]",academic_stress,0.9,synthetic,ann_004,2024-06-09T20:01:40Z
topic_000318,I am dealing with the physical effects of long-term stress.,"[""health_concerns""]",health_concerns,0.92,synthetic,ann_001,2024-12-12T23:21:38Z
topic_000319,My studies are suffering because my relationship is falling apart.,"[""academic_stress"", ""relationship_issues""]",academic_stress,0.87,synthetic,ann_004,2025-02-28T20:14:40Z
topic_000320,I took a gap year and now I feel behind all my peers.,"[""academic_stress""]",academic_stress,0.95,synthetic,ann_004,2025-02-06T10:58:16Z
topic_000321,I have codependency issues and I keep losing myself in relationships.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_004,2024-10-29T03:47:25Z
topic_000322,I have borrowed money from family and I'm too embarrassed to face them.,"[""financial_stress""]",financial_stress,0.95,synthetic,ann_005,2024-11-25T16:52:29Z
topic_000323,My boss is making my life hell and I'm taking it out on my partner.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.9,synthetic,ann_003,2024-08-13T09:48:12Z
topic_000324,I'm in a competitive programme and I feel like I don't belong.,"[""academic_stress""]",academic_stress,0.95,synthetic,ann_004,2025-01-03T07:28:36Z
topic_000325,I'm going through a divorce and the financial situation is devastating.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.9,synthetic,ann_004,2024-09-27T06:39:01Z
topic_000326,I'm afraid my illness will get worse and I'll be unable to work.,"[""health_concerns""]",health_concerns,0.9,synthetic,ann_004,2024-09-28T03:47:59Z
topic_000327,My health problems have cost me my job and my savings.,"[""health_concerns"", ""financial_stress""]",health_concerns,0.82,synthetic,ann_002,2024-12-28T16:44:02Z
topic_000328,I can't balance my academic commitments and my relationship — both are suffering.,"[""academic_stress"", ""relationship_issues""]",academic_stress,0.9,synthetic,ann_003,2025-03-03T03:04:53Z
topic_000329,I feel like a failure at work even though I try my hardest.,"[""workplace_stress""]",workplace_stress,0.92,synthetic,ann_002,2024-10-19T03:39:19Z
topic_000330,The office politics are exhausting and I'm thinking of quitting.,"[""workplace_stress""]",workplace_stress,0.97,synthetic,ann_003,2025-01-02T20:20:52Z
topic_000331,Exams se pehle bahut ghabra jaata hun.,"[""academic_stress""]",academic_stress,0.93,synthetic,ann_002,2025-03-12T02:14:13Z
topic_000332,I can't stop googling my symptoms and it's making my anxiety worse.,"[""health_concerns""]",health_concerns,0.87,synthetic,ann_004,2025-01-11T11:52:03Z
topic_000333,I'm struggling to perform at work because of the pressure.,"[""workplace_stress""]",workplace_stress,0.88,synthetic,ann_003,2024-10-20T14:47:54Z
topic_000334,I feel like I'm not smart enough to be where I am academically.,"[""academic_stress""]",academic_stress,0.9,synthetic,ann_001,2025-03-02T15:17:53Z
topic_000335,I had to sell my home because of financial difficulties.,"[""financial_stress""]",financial_stress,0.9,synthetic,ann_003,2024-10-17T20:23:48Z
topic_000336,I'm struggling with jealousy in my relationship and it's driving me crazy.,"[""relationship_issues""]",relationship_issues,0.87,synthetic,ann_004,2024-06-08T06:41:01Z
topic_000337,I have persistent back pain that has ended my ability to do things I love.,"[""health_concerns""]",health_concerns,0.95,synthetic,ann_001,2025-02-04T18:14:24Z
topic_000338,My academic performance has been declining and I'm scared.,"[""academic_stress""]",academic_stress,0.95,synthetic,ann_003,2024-09-15T20:37:13Z
topic_000339,I was hospitalised during my exams and now I'm way behind.,"[""academic_stress"", ""health_concerns""]",academic_stress,0.85,synthetic,ann_004,2024-11-01T12:38:17Z
topic_000340,My boyfriend and I broke up right before finals and I'm falling apart.,"[""academic_stress"", ""relationship_issues""]",academic_stress,0.87,synthetic,ann_001,2025-02-11T15:42:07Z
topic_000341,I'm in medical school and the workload is destroying my mental health.,"[""academic_stress""]",academic_stress,0.95,synthetic,ann_005,2024-10-26T07:06:46Z
topic_000342,My thesis is due and I've barely started — I'm in panic mode.,"[""academic_stress""]",academic_stress,0.88,synthetic,ann_002,2025-03-15T13:51:44Z
topic_000343,I'm on the verge of eviction and I'm completely panicking.,"[""financial_stress""]",financial_stress,0.95,synthetic,ann_003,2025-01-03T03:52:30Z
topic_000344,I have test anxiety that makes me forget everything I've studied.,"[""academic_stress""]",academic_stress,0.88,synthetic,ann_002,2024-07-25T14:35:51Z
topic_000345,Naukri chali gayi aur bills nahi bhar sakta.,"[""financial_stress""]",financial_stress,0.92,synthetic,ann_001,2025-03-02T20:04:12Z
topic_000346,The office politics are exhausting and I'm thinking of quitting.,"[""workplace_stress""]",workplace_stress,0.9,synthetic,ann_001,2024-09-10T00:49:57Z
topic_000347,I feel completely ashamed of how much debt I'm in.,"[""financial_stress""]",financial_stress,0.92,synthetic,ann_005,2024-08-14T00:18:13Z
topic_000348,I'm a junior employee being asked to do a senior employee's job.,"[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_004,2024-09-09T15:50:25Z
topic_000349,My studies are suffering because my relationship is falling apart.,"[""academic_stress"", ""relationship_issues""]",academic_stress,0.85,synthetic,ann_005,2024-10-28T15:32:45Z
topic_000350,My mental health is suffering because of my work situation.,"[""workplace_stress""]",workplace_stress,0.92,synthetic,ann_002,2025-02-26T21:09:23Z
topic_000351,My mental health crisis is affecting my ability to study.,"[""academic_stress"", ""health_concerns""]",academic_stress,0.87,synthetic,ann_002,2024-12-12T16:00:08Z
topic_000352,I'm struggling with perfectionism and it's affecting my studies.,"[""academic_stress""]",academic_stress,0.88,synthetic,ann_002,2024-12-13T16:38:58Z
topic_000353,I feel deeply misunderstood by everyone around me.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_001,2024-07-14T01:16:13Z
topic_000354,Naukri ka pressure aur karza — dono saath mein sata rahe hain.,"[""workplace_stress"", ""financial_stress""]",workplace_stress,0.85,synthetic,ann_005,2025-01-19T01:53:18Z
topic_000355,I keep attracting the wrong kind of people into my life.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_003,2024-09-06T20:46:15Z
topic_000356,Financial difficulties after having a baby are straining my relationship.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.85,synthetic,ann_004,2025-01-16T06:08:20Z
topic_000357,I'm struggling to perform at work because of the pressure.,"[""workplace_stress""]",workplace_stress,0.92,synthetic,ann_001,2024-07-06T20:17:02Z
topic_000358,My partner doesn't understand the pressure I'm under academically.,"[""academic_stress"", ""relationship_issues""]",academic_stress,0.9,synthetic,ann_001,2024-08-04T18:46:31Z
topic_000359,I'm worried I'll never get a job in my field after all this studying.,"[""academic_stress""]",academic_stress,0.93,synthetic,ann_003,2024-09-12T19:38:49Z
topic_000360,Marks ache nahi aaye aur sab naraaz hain mujhse.,"[""academic_stress""]",academic_stress,0.93,synthetic,ann_002,2024-12-16T07:50:51Z
topic_000361,I'm in medical school and the workload is destroying my mental health.,"[""academic_stress""]",academic_stress,0.93,synthetic,ann_004,2025-02-08T20:06:11Z
topic_000362,I have been micromanaged to the point where I can't do anything right.,"[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_003,2025-01-07T20:00:38Z
topic_000363,I have no close friends and the isolation is becoming unbearable.,"[""relationship_issues""]",relationship_issues,0.87,synthetic,ann_001,2024-07-31T10:06:35Z
topic_000364,I have trust issues after being cheated on and I can't let my guard down.,"[""relationship_issues""]",relationship_issues,0.9,synthetic,ann_004,2024-06-27T01:43:40Z
topic_000365,My parents' high expectations and our constant conflicts are destroying my studies.,"[""academic_stress"", ""relationship_issues""]",academic_stress,0.85,synthetic,ann_005,2025-01-29T20:27:06Z
topic_000366,I have a sleep disorder and the exhaustion is destroying my quality of life.,"[""health_concerns""]",health_concerns,0.87,synthetic,ann_005,2025-01-27T11:08:37Z
topic_000367,I'm drowning in debt and I can't see a way out.,"[""financial_stress""]",financial_stress,0.92,synthetic,ann_001,2024-08-26T13:44:50Z
topic_000368,I'm in my third year and I'm having a massive crisis about my future.,"[""academic_stress""]",academic_stress,0.88,synthetic,ann_002,2025-01-14T23:34:23Z
topic_000369,Financial stress is affecting my health and my relationships.,"[""financial_stress""]",financial_stress,0.92,synthetic,ann_004,2025-01-09T09:44:11Z
topic_000370,I'm afraid to open my bank statements.,"[""financial_stress""]",financial_stress,0.92,synthetic,ann_002,2024-10-03T09:31:52Z
topic_000371,I have medical bills that I cannot pay and I'm overwhelmed.,"[""financial_stress""]",financial_stress,0.87,synthetic,ann_001,2025-02-15T18:57:30Z
topic_000372,My boss's criticism is making me depressed and my partner doesn't know how to help.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.85,synthetic,ann_004,2025-02-27T14:03:18Z
topic_000373,My toxic work environment is making me take out my frustration on my family.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.85,synthetic,ann_005,2025-02-12T04:22:19Z
topic_000374,I've been laid off and I'm panicking about how to pay my debts.,"[""workplace_stress"", ""financial_stress""]",workplace_stress,0.85,synthetic,ann_002,2024-12-22T13:35:39Z
topic_000375,I had a heart scare last week and I haven't recovered mentally.,"[""health_concerns""]",health_concerns,0.95,synthetic,ann_003,2024-12-21T10:40:30Z
topic_000376,I was bullied at work and it has left me shaken.,"[""workplace_stress""]",workplace_stress,0.88,synthetic,ann_002,2024-10-01T13:07:12Z
topic_000377,I'm convinced something is very wrong with me but doctors can't find it.,"[""health_concerns""]",health_concerns,0.87,synthetic,ann_004,2025-03-05T01:05:47Z
topic_000378,I'm in my third year and I'm having a massive crisis about my future.,"[""academic_stress""]",academic_stress,0.93,synthetic,ann_002,2025-03-07T23:16:11Z
topic_000379,I have ADHD and a chronic illness and I'm struggling academically.,"[""academic_stress"", ""health_concerns""]",academic_stress,0.82,synthetic,ann_003,2024-08-05T17:34:24Z
topic_000380,My job stress is bleeding into my marriage and we fight constantly about it.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.9,synthetic,ann_002,2024-12-18T12:56:01Z
topic_000381,I was laid off last month and I feel completely lost.,"[""workplace_stress""]",workplace_stress,0.88,synthetic,ann_002,2024-09-29T19:05:34Z
topic_000382,I'm going through grief after losing my best friend.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_003,2024-11-21T15:33:01Z
topic_000383,I have been studying for years and I still haven't found success.,"[""academic_stress""]",academic_stress,0.9,synthetic,ann_003,2024-09-30T03:01:43Z
topic_000384,I'm worried I'll never be financially stable.,"[""financial_stress""]",financial_stress,0.92,synthetic,ann_001,2024-07-04T23:45:14Z
topic_000385,My sibling is going through something terrible and I feel helpless.,"[""relationship_issues""]",relationship_issues,0.9,synthetic,ann_001,2024-08-18T01:16:22Z
topic_000386,The pressure from my parents to get top grades is unbearable.,"[""academic_stress""]",academic_stress,0.9,synthetic,ann_001,2024-08-12T18:37:04Z
topic_000387,I have no idea what career path to choose and it's terrifying.,"[""academic_stress""]",academic_stress,0.93,synthetic,ann_001,2024-11-01T18:30:34Z
topic_000388,I can't work because of my illness and I'm in serious financial trouble.,"[""health_concerns"", ""financial_stress""]",health_concerns,0.87,synthetic,ann_003,2024-08-16T22:51:54Z
topic_000389,I'm supporting my family alone and the financial pressure is crushing.,"[""financial_stress""]",financial_stress,0.92,synthetic,ann_002,2024-09-30T17:13:51Z
topic_000390,Naukri ka pressure aur karza — dono saath mein sata rahe hain.,"[""workplace_stress"", ""financial_stress""]",workplace_stress,0.9,synthetic,ann_001,2024-07-01T17:22:35Z
topic_000391,Financial difficulties after having a baby are straining my relationship.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.82,synthetic,ann_003,2024-10-06T20:26:45Z
topic_000392,My medical bills are overwhelming and I don't know how to cope.,"[""health_concerns"", ""financial_stress""]",health_concerns,0.85,synthetic,ann_001,2024-09-29T22:14:57Z
topic_000393,I grew up in poverty and I'm terrified of going back there.,"[""financial_stress""]",financial_stress,0.9,synthetic,ann_002,2025-02-25T23:39:33Z
topic_000394,I struggle to form close friendships and I often feel alone.,"[""relationship_issues""]",relationship_issues,0.87,synthetic,ann_001,2024-06-08T09:07:44Z
topic_000395,Financially bahut stress mein hun aur neend nahi aa rahi.,"[""financial_stress""]",financial_stress,0.92,synthetic,ann_002,2024-06-26T08:31:08Z
topic_000396,I have a phobia of hospitals and medical procedures.,"[""health_concerns""]",health_concerns,0.95,synthetic,ann_005,2024-06-20T00:15:10Z
topic_000397,Health anxiety is stopping me from living normally.,"[""health_concerns""]",health_concerns,0.87,synthetic,ann_001,2024-10-28T21:11:40Z
topic_000398,Marks ache nahi aaye aur sab naraaz hain mujhse.,"[""academic_stress""]",academic_stress,0.9,synthetic,ann_005,2025-02-04T01:21:21Z
topic_000399,I have trust issues after being cheated on and I can't let my guard down.,"[""relationship_issues""]",relationship_issues,0.92,synthetic,ann_003,2025-03-01T10:06:28Z
topic_000400,We can't afford to buy a house and it's causing constant tension.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.85,synthetic,ann_001,2024-07-06T09:57:50Z
topic_000401,Ghar mein tension hai toh studies pe dhyan nahi rehta.,"[""academic_stress"", ""relationship_issues""]",academic_stress,0.82,synthetic,ann_005,2025-02-14T15:38:36Z
topic_000402,Koi bimari hai jo theek hi nahi ho rahi.,"[""health_concerns""]",health_concerns,0.87,synthetic,ann_004,2024-07-25T14:53:28Z
topic_000403,I have a sleep disorder and the exhaustion is destroying my quality of life.,"[""health_concerns""]",health_concerns,0.87,synthetic,ann_004,2025-02-13T06:25:29Z
topic_000404,I feel deeply misunderstood by everyone around me.,"[""relationship_issues""]",relationship_issues,0.92,synthetic,ann_003,2024-07-11T05:37:38Z
topic_000405,I'm supporting my family alone and the financial pressure is crushing.,"[""financial_stress""]",financial_stress,0.9,synthetic,ann_003,2024-07-12T20:26:58Z
topic_000406,The stress of my studies is manifesting in physical symptoms.,"[""academic_stress"", ""health_concerns""]",academic_stress,0.85,synthetic,ann_003,2024-07-03T01:22:34Z
topic_000407,My spouse and I can't communicate without it turning into a fight.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_001,2024-07-26T02:22:03Z
topic_000408,I have a sleep disorder and the exhaustion is destroying my quality of life.,"[""health_concerns""]",health_concerns,0.9,synthetic,ann_003,2024-12-11T18:00:24Z
topic_000409,I'm drowning in debt and I can't see a way out.,"[""financial_stress""]",financial_stress,0.92,synthetic,ann_003,2024-12-30T16:50:46Z
topic_000410,My parents' high expectations and our constant conflicts are destroying my studies.,"[""academic_stress"", ""relationship_issues""]",academic_stress,0.9,synthetic,ann_003,2025-03-09T07:53:22Z
topic_000411,Kaam ki wajah se ghar mein bhi tension rehti hai.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.87,synthetic,ann_002,2024-11-28T11:19:42Z
topic_000412,My mental health crisis is affecting my ability to study.,"[""academic_stress"", ""health_concerns""]",academic_stress,0.82,synthetic,ann_003,2025-02-08T04:57:02Z
topic_000413,Boss se bahut problems ho rahi hain.,"[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_003,2025-01-02T07:29:55Z
topic_000414,I can't sleep because I keep worrying about work problems.,"[""workplace_stress""]",workplace_stress,0.92,synthetic,ann_005,2025-01-01T13:54:25Z
topic_000415,Padhai mein focus nahi ho raha kuch bhi.,"[""academic_stress""]",academic_stress,0.93,synthetic,ann_001,2025-03-04T00:56:25Z
topic_000416,My toxic work environment is making me take out my frustration on my family.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.85,synthetic,ann_005,2024-12-27T10:30:34Z
topic_000417,I am dealing with the physical effects of long-term stress.,"[""health_concerns""]",health_concerns,0.87,synthetic,ann_002,2024-07-18T04:01:35Z
topic_000418,Future ke baare mein dar lag raha hai.,"[""academic_stress""]",academic_stress,0.88,synthetic,ann_005,2025-02-27T00:31:04Z
topic_000419,Tabiyat theek nahi rehti aur main darr gaya hun.,"[""health_concerns""]",health_concerns,0.95,synthetic,ann_002,2024-07-08T15:59:00Z
topic_000420,Breakup ke baad sambhalna mushkil ho raha hai.,"[""relationship_issues""]",relationship_issues,0.9,synthetic,ann_005,2024-06-20T07:49:12Z
topic_000421,I have been studying for years and I still haven't found success.,"[""academic_stress""]",academic_stress,0.88,synthetic,ann_004,2025-01-19T05:08:50Z
topic_000422,I had to sell my home because of financial difficulties.,"[""financial_stress""]",financial_stress,0.95,synthetic,ann_001,2024-06-25T14:20:05Z
topic_000423,I have a chronic condition and the treatment costs are destroying me financially.,"[""health_concerns"", ""financial_stress""]",health_concerns,0.87,synthetic,ann_002,2024-12-21T22:17:26Z
topic_000424,I'm in a long-distance relationship while doing my degree and it's unsustainable.,"[""academic_stress"", ""relationship_issues""]",academic_stress,0.82,synthetic,ann_003,2024-12-04T21:23:05Z
topic_000425,I'm afraid of making mistakes at work and it's paralyzing me.,"[""workplace_stress""]",workplace_stress,0.97,synthetic,ann_003,2024-06-11T17:15:20Z
topic_000426,I can't sleep because I keep worrying about work problems.,"[""workplace_stress""]",workplace_stress,0.97,synthetic,ann_004,2025-01-22T11:17:24Z
topic_000427,Appraisal mein phir se ignore kiya gaya mujhe.,"[""workplace_stress""]",workplace_stress,0.92,synthetic,ann_002,2024-11-14T22:50:52Z
topic_000428,My partner controls all the money in the relationship and I feel trapped.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.82,synthetic,ann_005,2024-12-09T15:26:38Z
topic_000429,My health problems have cost me my job and my savings.,"[""health_concerns"", ""financial_stress""]",health_concerns,0.82,synthetic,ann_004,2024-07-14T20:11:01Z
topic_000430,I have medical bills that I cannot pay and I'm overwhelmed.,"[""financial_stress""]",financial_stress,0.87,synthetic,ann_005,2025-02-18T08:21:31Z
topic_000431,I feel like my body is betraying me and I don't know how to cope.,"[""health_concerns""]",health_concerns,0.95,synthetic,ann_004,2025-02-08T02:47:55Z
topic_000432,I feel disconnected from my partner and I don't know how to reconnect.,"[""relationship_issues""]",relationship_issues,0.9,synthetic,ann_003,2025-01-21T23:03:47Z
topic_000433,I'm suffering from severe burnout and I don't know how to recover.,"[""workplace_stress""]",workplace_stress,0.95,synthetic,ann_003,2025-02-13T07:43:34Z
topic_000434,I have no idea what career path to choose and it's terrifying.,"[""academic_stress""]",academic_stress,0.95,synthetic,ann_005,2024-06-15T06:40:34Z
topic_000435,My boyfriend and I broke up right before finals and I'm falling apart.,"[""academic_stress"", ""relationship_issues""]",academic_stress,0.85,synthetic,ann_003,2024-06-16T08:03:35Z
topic_000436,I'm a student dealing with burnout from constant studying.,"[""academic_stress""]",academic_stress,0.95,synthetic,ann_005,2024-12-23T19:52:54Z
topic_000437,Career ke baare mein kuch samajh nahi aa raha.,"[""academic_stress""]",academic_stress,0.9,synthetic,ann_004,2024-07-12T13:03:17Z
topic_000438,I can't afford my medication and it's making my condition worse.,"[""health_concerns"", ""financial_stress""]",health_concerns,0.87,synthetic,ann_002,2024-07-14T14:04:16Z
topic_000439,I've been working from home and my partner and I are constantly in conflict.,"[""workplace_stress"", ""relationship_issues""]",workplace_stress,0.85,synthetic,ann_004,2025-01-22T13:13:51Z
topic_000440,I've been passed over for promotion three times and I'm losing faith.,"[""workplace_stress""]",workplace_stress,0.9,synthetic,ann_003,2024-08-01T19:49:53Z
topic_000441,My company is going under and I'm terrified about my financial future.,"[""workplace_stress"", ""financial_stress""]",workplace_stress,0.87,synthetic,ann_005,2025-01-07T12:36:04Z
topic_000442,Financial stress is the main cause of conflict in my relationship.,"[""relationship_issues"", ""financial_stress""]",relationship_issues,0.87,synthetic,ann_003,2025-02-24T15:16:25Z
topic_000443,I can't provide for my children the way I want to.,"[""financial_stress""]",financial_stress,0.9,synthetic,ann_003,2024-11-02T12:25:01Z
topic_000444,I've been divorced for two years and still feel like a failure.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_003,2025-01-02T08:41:39Z
topic_000445,The stress of my studies is manifesting in physical symptoms.,"[""academic_stress"", ""health_concerns""]",academic_stress,0.85,synthetic,ann_002,2024-12-30T05:02:34Z
topic_000446,I was bullied at work and it has left me shaken.,"[""workplace_stress""]",workplace_stress,0.97,synthetic,ann_002,2024-10-27T23:16:50Z
topic_000447,I feel invisible in my family — like my voice doesn't matter.,"[""relationship_issues""]",relationship_issues,0.87,synthetic,ann_005,2025-01-10T07:49:50Z
topic_000448,I feel invisible in my family — like my voice doesn't matter.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_003,2024-07-15T17:29:37Z
topic_000449,My partner and I fight constantly and I'm not sure we can fix this.,"[""relationship_issues""]",relationship_issues,0.95,synthetic,ann_003,2025-02-04T08:17:09Z
topic_000450,I chose the wrong field and now I'm stuck and don't know what to do.,"[""academic_stress""]",academic_stress,0.88,synthetic,ann_005,2024-11-27T13:40:41Z
topic_000451,I have reproductive health issues that have devastated me.,"[""health_concerns""]",health_concerns,0.87,synthetic,ann_004,2025-01-24T19:01:11Z
topic_000452,Maa-baap bahut pressure dete hain aur main thak gaya hun.,"[""relationship_issues""]",relationship_issues,0.87,synthetic,ann_002,2024-11-17T04:47:58Z
topic_000453,Breakup ke baad sambhalna mushkil ho raha hai.,"[""relationship_issues""]",relationship_issues,0.92,synthetic,ann_005,2024-10-10T11:29:20Z
