id,utterance,primary_intent,secondary_intent,confidence,source,annotator_id,created_at
intent_000376,Apni condition check karni hai test se.,assessment_request,,0.93,synthetic,ann_004,2024-11-08T00:04:01Z
intent_000377,I don't think I can keep myself safe.,crisis_emergency,,0.9,synthetic,ann_005,2025-01-08T20:09:20Z
intent_000378,I'd like to assess my current state of mind.,assessment_request,information_request,0.9,synthetic,ann_003,2024-06-12T08:42:53Z
intent_000379,I need help working through some really painful feelings.,seek_support,,0.92,synthetic,ann_004,2024-06-22T01:13:07Z
intent_000380,I feel completely overwhelmed by everything.,seek_support,,0.88,synthetic,ann_002,2025-02-10T18:54:13Z
intent_000381,I need support to get through this difficult time.,seek_support,,0.92,synthetic,ann_004,2024-09-15T02:05:58Z
intent_000382,The waiting time is too long.,feedback_complaint,,0.85,synthetic,ann_003,2024-12-27T16:30:35Z
intent_000383,I've been thinking about driving into traffic.,crisis_emergency,,0.99,synthetic,ann_002,2024-07-29T11:22:49Z
intent_000384,The chatbot doesn't understand me at all.,feedback_complaint,general_chat,0.88,synthetic,ann_005,2024-11-25T20:44:28Z
intent_000385,I feel like there's no way out except death.,crisis_emergency,,0.99,synthetic,ann_003,2025-02-12T13:13:07Z
intent_000386,I was curious about this app.,general_chat,,0.92,synthetic,ann_004,2024-09-10T23:50:37Z
intent_000387,I feel like I'm talking to a wall.,feedback_complaint,general_chat,0.9,synthetic,ann_002,2025-03-22T06:35:26Z
intent_000388,I want to take a mental wellness quiz.,assessment_request,,0.93,synthetic,ann_003,2024-11-07T23:27:43Z
intent_000389,Can I take a questionnaire about my mental health?,assessment_request,information_request,0.95,synthetic,ann_003,2024-09-20T11:26:58Z
intent_000390,What are the early warning signs of a mental health problem?,information_request,,0.9,synthetic,ann_001,2025-01-19T19:53:02Z
intent_000391,The therapist I was matched with wasn't right for me.,feedback_complaint,,0.85,synthetic,ann_004,2025-02-04T03:08:07Z
intent_000392,I've been feeling really stuck in life.,seek_support,,0.88,synthetic,ann_002,2024-11-27T02:13:43Z
intent_000393,The notifications are very annoying.,feedback_complaint,,0.93,synthetic,ann_003,2024-08-11T10:47:06Z
intent_000394,I feel like I'm always on edge.,seek_support,,0.85,synthetic,ann_002,2024-06-02T00:56:22Z
intent_000395,"Hello, how are you today?",general_chat,seek_support,0.95,synthetic,ann_004,2025-03-01T17:58:53Z
intent_000396,I feel like I'm at my breaking point.,seek_support,,0.95,synthetic,ann_004,2024-11-18T00:12:30Z
intent_000397,I can't access my previous sessions.,feedback_complaint,,0.95,synthetic,ann_002,2025-01-18T14:29:04Z
intent_000398,"I want to start regular sessions, how do I book?",book_appointment,seek_support,0.98,synthetic,ann_001,2024-06-29T20:48:34Z
intent_000399,Kuch naya hai kya?,general_chat,,0.95,synthetic,ann_002,2025-02-13T06:49:53Z
intent_000400,I'm struggling to find any joy in things I used to love.,seek_support,general_chat,0.92,synthetic,ann_002,2025-03-12T23:28:04Z
intent_000401,"Hello, how are you today?",general_chat,,0.85,synthetic,ann_005,2024-12-06T23:43:23Z
intent_000402,"Hi, I'm new here.",general_chat,seek_support,0.9,synthetic,ann_004,2024-11-27T03:05:02Z
intent_000403,I feel like the pain will only stop if I'm dead.,crisis_emergency,,0.93,synthetic,ann_002,2024-12-26T07:31:07Z
intent_000404,"Main therapist se milna chahta hun, booking kaise hogi?",book_appointment,seek_support,0.92,synthetic,ann_001,2024-11-04T05:23:05Z
intent_000405,I've been struggling a lot and I'm reaching out for help.,seek_support,general_chat,0.88,synthetic,ann_002,2024-11-08T02:51:44Z
intent_000406,What is self-harm and why do people do it?,information_request,seek_support,0.95,synthetic,ann_005,2024-09-07T12:01:42Z
intent_000407,Can I take the standard mental health screening?,assessment_request,seek_support,0.9,synthetic,ann_004,2025-01-21T19:07:50Z
intent_000408,I'm ready to schedule my first appointment.,book_appointment,,0.94,synthetic,ann_001,2024-11-01T18:30:34Z
intent_000409,I feel deeply unhappy and I don't know why.,seek_support,general_chat,0.97,synthetic,ann_004,2025-01-03T10:31:48Z
intent_000410,I've been feeling angry and sad at the same time.,seek_support,,0.95,synthetic,ann_005,2025-02-18T03:14:20Z
intent_000411,I'm having thoughts of self-harm right now.,crisis_emergency,,0.93,synthetic,ann_001,2024-08-03T15:01:50Z
intent_000412,Can you give me the PHQ-9 now?,assessment_request,,0.88,synthetic,ann_004,2024-12-10T08:23:28Z
intent_000413,What is the DSM-5?,information_request,assessment_request,0.95,synthetic,ann_001,2025-02-24T04:19:44Z
intent_000414,The therapist cancelled without notice.,feedback_complaint,,0.88,synthetic,ann_005,2025-03-06T18:48:07Z
intent_000415,Tell me about yourself.,general_chat,,0.92,synthetic,ann_004,2024-08-29T23:32:47Z
intent_000416,I was referred here by a friend.,general_chat,,0.9,synthetic,ann_004,2025-02-06T11:44:03Z
intent_000417,Can I set up my first therapy session?,book_appointment,,0.9,synthetic,ann_001,2024-09-24T21:13:01Z
intent_000418,Therapy kaise kaam karti hai?,information_request,,0.95,synthetic,ann_005,2024-12-31T15:51:52Z
intent_000419,I'd like to take the PTSD screening.,assessment_request,,0.9,synthetic,ann_005,2025-03-16T12:13:05Z
intent_000420,I want to book an initial consultation.,book_appointment,seek_support,0.94,synthetic,ann_002,2025-02-02T15:09:39Z
intent_000421,I'm not happy with the service.,feedback_complaint,general_chat,0.88,synthetic,ann_002,2025-01-12T15:35:55Z
intent_000422,I've been dealing with a lot of emotional turmoil.,seek_support,,0.97,synthetic,ann_005,2024-11-10T18:32:40Z
intent_000423,I've been thinking about harming myself.,crisis_emergency,,0.93,synthetic,ann_005,2025-02-03T21:30:49Z
intent_000424,I'd like to do a wellbeing assessment.,assessment_request,,0.93,synthetic,ann_005,2025-01-17T13:13:07Z
intent_000425,Can you assess my current mental health?,assessment_request,information_request,0.95,synthetic,ann_003,2025-03-01T16:34:05Z
intent_000426,I've been having a really tough week emotionally.,seek_support,book_appointment,0.9,synthetic,ann_004,2024-10-06T03:08:52Z
intent_000427,I've been having urges to hurt myself that I can't control.,crisis_emergency,,0.9,synthetic,ann_003,2024-06-11T15:51:25Z
intent_000428,"I'm interested in starting therapy, can I book a session?",book_appointment,,0.96,synthetic,ann_004,2024-06-29T17:24:18Z
intent_000429,Your AI responses are generic and unhelpful.,feedback_complaint,,0.88,synthetic,ann_004,2024-09-02T08:19:30Z
intent_000430,Can I complete the intake assessment?,assessment_request,seek_support,0.95,synthetic,ann_005,2024-11-01T03:19:48Z
intent_000431,I'd like to get on the schedule this week.,book_appointment,,0.98,synthetic,ann_005,2024-08-15T22:38:29Z
intent_000432,Can we do an evaluation of my mental health today?,assessment_request,information_request,0.93,synthetic,ann_003,2024-09-12T19:57:20Z
intent_000433,I'm thinking about ending my life.,crisis_emergency,,0.99,synthetic,ann_005,2024-07-30T07:05:05Z
intent_000434,This app is not working properly.,feedback_complaint,,0.93,synthetic,ann_002,2024-07-05T02:18:31Z
intent_000435,I've been having thoughts that it would be better if I wasn't here.,crisis_emergency,seek_support,0.93,synthetic,ann_002,2025-02-19T04:34:39Z
intent_000436,Can I take a test to see how I'm doing mentally?,assessment_request,,0.9,synthetic,ann_004,2025-03-10T23:05:44Z
intent_000437,I feel like nobody understands what I'm going through.,seek_support,book_appointment,0.85,synthetic,ann_003,2024-08-09T08:22:21Z
intent_000438,What is the PHQ-9 test?,information_request,seek_support,0.88,synthetic,ann_002,2024-12-15T10:06:18Z
intent_000439,Mujhe ek session schedule karna hai.,book_appointment,,0.94,synthetic,ann_005,2024-09-19T07:31:19Z
intent_000440,I'd like to schedule a therapy session.,book_appointment,seek_support,0.92,synthetic,ann_002,2024-06-27T03:11:48Z
intent_000441,"I don't have a specific question, just exploring.",general_chat,seek_support,0.95,synthetic,ann_001,2024-10-12T03:34:29Z
intent_000442,I feel like there is no hope and I want to die.,crisis_emergency,,0.99,synthetic,ann_005,2024-12-05T11:25:58Z
intent_000443,I feel like there's no way out except death.,crisis_emergency,,0.99,synthetic,ann_004,2024-08-08T23:11:59Z
intent_000444,I can't stop thinking about killing myself.,crisis_emergency,,0.97,synthetic,ann_005,2024-10-05T15:43:19Z
intent_000445,I need help with my emotional wellbeing.,seek_support,general_chat,0.9,synthetic,ann_003,2025-03-08T05:45:42Z
intent_000446,What medications are used for depression?,information_request,assessment_request,0.97,synthetic,ann_004,2024-08-29T02:58:00Z
intent_000447,I feel like disappearing forever.,crisis_emergency,seek_support,0.9,synthetic,ann_002,2024-08-06T08:16:17Z
intent_000448,I've been struggling a lot and I'm reaching out for help.,seek_support,general_chat,0.88,synthetic,ann_001,2024-06-18T22:44:35Z
intent_000449,I've been dealing with grief and it's really hard.,seek_support,,0.85,synthetic,ann_004,2025-02-23T10:56:38Z
intent_000450,I can't take this anymore and I'm thinking of a way out.,crisis_emergency,,0.97,synthetic,ann_001,2024-12-26T03:10:43Z
intent_000451,I don't see any future for myself.,crisis_emergency,seek_support,0.99,synthetic,ann_003,2025-03-14T15:38:17Z
intent_000452,I'm not okay and I need help.,seek_support,,0.85,synthetic,ann_001,2025-02-10T06:22:01Z
intent_000453,How do I book a session on this platform?,book_appointment,,0.96,synthetic,ann_005,2024-12-23T19:52:54Z
intent_000454,I think I need some support right now.,seek_support,,0.88,synthetic,ann_004,2024-10-10T15:04:17Z
intent_000455,I feel like my mind is working against me.,seek_support,,0.97,synthetic,ann_001,2024-12-08T09:38:12Z
intent_000456,I feel like death is the only way out.,crisis_emergency,seek_support,0.99,synthetic,ann_002,2024-11-11T00:58:02Z
intent_000457,What are the early warning signs of a mental health problem?,information_request,assessment_request,0.92,synthetic,ann_001,2024-08-24T02:47:49Z
intent_000458,I've hurt myself badly.,crisis_emergency,,0.97,synthetic,ann_005,2025-01-18T14:34:13Z
intent_000459,I want to make an appointment for this Thursday.,book_appointment,,0.96,synthetic,ann_003,2024-07-27T21:15:23Z
intent_000460,I think I need some support right now.,seek_support,general_chat,0.95,synthetic,ann_004,2024-11-22T23:05:56Z
intent_000461,How does this platform work?,information_request,assessment_request,0.97,synthetic,ann_004,2024-12-03T18:15:58Z
intent_000462,Things have been really difficult at home and I'm not handling it well.,seek_support,,0.92,synthetic,ann_002,2024-12-16T12:29:13Z
intent_000463,What are the early warning signs of a mental health problem?,information_request,seek_support,0.97,synthetic,ann_002,2025-01-29T00:45:15Z
intent_000464,Can I set up my first therapy session?,book_appointment,,0.98,synthetic,ann_001,2024-10-18T15:03:27Z
intent_000465,"Hi, I wanted to check out this platform.",general_chat,,0.85,synthetic,ann_003,2025-03-14T08:52:49Z
intent_000466,I want to delete my account.,feedback_complaint,,0.93,synthetic,ann_005,2024-07-30T20:36:35Z
intent_000467,I want to make a formal complaint.,feedback_complaint,general_chat,0.9,synthetic,ann_005,2025-03-16T17:42:43Z
intent_000468,What is PTSD?,information_request,seek_support,0.97,synthetic,ann_004,2024-10-16T01:14:52Z
intent_000469,Can I see if there are any openings today?,book_appointment,,0.96,synthetic,ann_001,2025-01-05T09:49:01Z
intent_000470,I've been having trouble getting out of bed in the mornings.,seek_support,,0.88,synthetic,ann_002,2024-07-22T07:49:06Z
intent_000471,I've been neglecting myself and I need help getting back on track.,seek_support,,0.97,synthetic,ann_001,2025-01-06T00:34:38Z
intent_000472,I want to delete my account.,feedback_complaint,,0.88,synthetic,ann_003,2024-10-12T19:12:17Z
intent_000473,I'd like to schedule a phone consultation first.,book_appointment,,0.96,synthetic,ann_005,2024-12-02T20:41:20Z
intent_000474,I've been having a really tough week emotionally.,seek_support,,0.97,synthetic,ann_003,2024-11-25T10:01:06Z
intent_000475,Can I do a depression assessment?,assessment_request,seek_support,0.88,synthetic,ann_004,2025-03-12T20:29:40Z
intent_000476,I feel broken and don't know how to fix myself.,seek_support,,0.9,synthetic,ann_001,2025-03-19T17:06:53Z
intent_000477,What are the types of anxiety disorders?,information_request,,0.92,synthetic,ann_005,2025-02-12T02:15:39Z
intent_000478,I've been very overwhelmed and need guidance.,seek_support,book_appointment,0.92,synthetic,ann_005,2024-08-13T19:39:45Z
intent_000479,I was referred here by a friend.,general_chat,,0.85,synthetic,ann_001,2025-02-14T02:34:31Z
intent_000480,I want to disappear from this world.,crisis_emergency,seek_support,0.95,synthetic,ann_002,2024-07-06T10:09:57Z
intent_000481,Good morning!,general_chat,,0.95,synthetic,ann_003,2024-10-06T03:00:39Z
intent_000482,Mujhe mental health evaluation chahiye.,assessment_request,information_request,0.88,synthetic,ann_005,2024-10-09T08:54:04Z
intent_000483,Can you tell me how to book a session on here?,book_appointment,,0.92,synthetic,ann_003,2025-02-21T15:43:48Z
intent_000484,I feel like there's no way out except death.,crisis_emergency,,0.97,synthetic,ann_004,2024-06-12T10:47:41Z
intent_000485,I'm exhausted emotionally and I need support.,seek_support,book_appointment,0.97,synthetic,ann_001,2024-09-28T23:27:47Z
intent_000486,I'm at a crisis point right now.,crisis_emergency,,0.95,synthetic,ann_004,2025-02-22T17:15:17Z
intent_000487,I've been having a lot of self-doubt.,seek_support,,0.97,synthetic,ann_002,2024-07-10T13:47:20Z
intent_000488,I've been fantasizing about dying.,crisis_emergency,,0.93,synthetic,ann_001,2024-09-03T22:42:59Z
intent_000489,I'd like to arrange regular therapy appointments.,book_appointment,,0.96,synthetic,ann_001,2025-02-20T13:10:10Z
intent_000490,Mujhe refund chahiye.,feedback_complaint,general_chat,0.9,synthetic,ann_004,2024-08-29T18:38:51Z
intent_000491,Can we just chat for a bit?,general_chat,seek_support,0.9,synthetic,ann_002,2024-12-06T07:46:05Z
intent_000492,I just wanted to check in.,general_chat,seek_support,0.9,synthetic,ann_004,2024-06-28T00:47:24Z
intent_000493,I'm thinking about jumping off a bridge.,crisis_emergency,,0.9,synthetic,ann_002,2025-03-15T16:34:10Z
intent_000494,What is the connection between exercise and mental health?,information_request,assessment_request,0.92,synthetic,ann_001,2024-09-06T08:34:40Z
intent_000495,Main thak gaya hun sab kuch se.,seek_support,,0.85,synthetic,ann_002,2024-09-15T03:03:52Z
intent_000496,I've been really struggling and I just need support.,seek_support,general_chat,0.85,synthetic,ann_004,2024-11-06T07:06:05Z
intent_000497,Can you give me an overview of what's available?,general_chat,seek_support,0.9,synthetic,ann_001,2024-10-27T15:56:43Z
intent_000498,How do I get started with booking a therapist?,book_appointment,,0.98,synthetic,ann_004,2024-07-04T06:43:37Z
intent_000499,I feel really scared and alone.,seek_support,,0.97,synthetic,ann_004,2024-06-28T15:26:36Z
intent_000500,I'm disappointed with the quality of support.,feedback_complaint,general_chat,0.9,synthetic,ann_005,2025-02-06T08:32:09Z
intent_000501,I want to see where I'm at with a proper evaluation.,assessment_request,,0.9,synthetic,ann_004,2025-01-08T12:20:03Z
intent_000502,The app doesn't work on my phone.,feedback_complaint,general_chat,0.93,synthetic,ann_001,2024-08-30T16:16:50Z
intent_000503,I think the AI responses need a lot of improvement.,feedback_complaint,,0.95,synthetic,ann_001,2024-12-30T21:09:02Z
intent_000504,I just want someone to understand me.,seek_support,,0.92,synthetic,ann_005,2024-12-16T14:48:30Z
intent_000505,What are the signs of burnout?,information_request,,0.95,synthetic,ann_002,2025-01-31T22:06:09Z
intent_000506,I wish there were more therapist options available.,feedback_complaint,general_chat,0.9,synthetic,ann_004,2024-08-07T03:34:04Z
intent_000507,I need help making sense of everything I'm feeling.,seek_support,book_appointment,0.97,synthetic,ann_004,2025-02-28T06:30:46Z
intent_000508,I'm scared of my own thoughts lately.,seek_support,,0.88,synthetic,ann_004,2024-06-17T22:49:20Z
intent_000509,Your AI responses are generic and unhelpful.,feedback_complaint,,0.88,synthetic,ann_005,2025-01-19T23:37:11Z
intent_000510,Can I book a session for Monday morning?,book_appointment,,0.96,synthetic,ann_002,2025-03-12T13:55:56Z
intent_000511,I'm bored and wanted to talk.,general_chat,,0.85,synthetic,ann_001,2024-06-29T07:39:32Z
intent_000512,What is the difference between coaching and therapy?,information_request,assessment_request,0.95,synthetic,ann_003,2025-01-28T01:02:24Z
intent_000513,I want to make an appointment for this Thursday.,book_appointment,,0.96,synthetic,ann_005,2024-09-03T03:33:29Z
intent_000514,I've been stockpiling medication to end it.,crisis_emergency,seek_support,0.93,synthetic,ann_004,2024-08-22T02:18:08Z
intent_000515,Kya main apni anxiety test kar sakta hun?,assessment_request,information_request,0.93,synthetic,ann_002,2024-06-21T12:57:17Z
intent_000516,I've been fantasizing about dying.,crisis_emergency,,0.97,synthetic,ann_005,2024-08-31T12:20:34Z
intent_000517,I want to cancel and rebook my session.,book_appointment,,0.96,synthetic,ann_004,2024-07-28T22:48:32Z
intent_000518,I don't want to live anymore.,crisis_emergency,seek_support,0.95,synthetic,ann_004,2024-10-07T16:05:58Z
intent_000519,I feel like disappearing forever.,crisis_emergency,,0.99,synthetic,ann_005,2024-12-20T22:37:51Z
intent_000520,I'm struggling so much and need someone to talk to.,seek_support,book_appointment,0.85,synthetic,ann_005,2024-08-23T13:11:01Z
intent_000521,What is the window of tolerance in trauma?,information_request,seek_support,0.97,synthetic,ann_002,2025-02-07T08:53:35Z
intent_000522,The payment didn't go through but I was charged.,feedback_complaint,,0.9,synthetic,ann_002,2024-07-29T22:01:21Z
intent_000523,Mujhe nahi lagna apni zindagi mein koi matlab hai.,crisis_emergency,,0.99,synthetic,ann_001,2024-06-03T20:29:03Z
intent_000524,Good evening! How are you?,general_chat,seek_support,0.9,synthetic,ann_003,2025-01-21T17:47:28Z
intent_000525,Can you help me schedule a therapy session?,book_appointment,,0.92,synthetic,ann_004,2025-03-04T09:18:42Z
intent_000526,I want to delete my account.,feedback_complaint,,0.9,synthetic,ann_004,2024-11-09T18:15:49Z
intent_000527,I want to take a mental health assessment.,assessment_request,seek_support,0.97,synthetic,ann_002,2024-09-20T14:20:52Z
intent_000528,I'm exhausted from trying to hold everything together.,seek_support,,0.92,synthetic,ann_004,2024-06-03T06:57:19Z
intent_000529,I'm thinking about jumping off a bridge.,crisis_emergency,,0.9,synthetic,ann_002,2025-01-10T13:50:21Z
intent_000530,"Main bahut bura feeling kar raha hun, kuch kar lunga.",crisis_emergency,,0.93,synthetic,ann_003,2025-03-05T22:30:48Z
intent_000531,I don't want to live anymore.,crisis_emergency,,0.93,synthetic,ann_002,2025-02-25T04:52:09Z
intent_000532,Can I set up my first therapy session?,book_appointment,seek_support,0.9,synthetic,ann_003,2024-11-02T15:07:11Z
intent_000533,I've been neglecting myself and I need help getting back on track.,seek_support,,0.97,synthetic,ann_003,2024-11-28T14:00:14Z
intent_000534,I feel like everything is falling apart around me.,seek_support,,0.95,synthetic,ann_005,2025-02-12T07:05:37Z
intent_000535,What do you like to talk about?,general_chat,,0.95,synthetic,ann_004,2025-01-29T01:05:48Z
intent_000536,My relationships are falling apart and I don't know how to cope.,seek_support,,0.95,synthetic,ann_005,2024-07-03T23:51:25Z
intent_000537,What is complex PTSD?,information_request,assessment_request,0.92,synthetic,ann_002,2024-11-06T02:46:11Z
intent_000538,I feel like my mind is working against me.,seek_support,,0.85,synthetic,ann_003,2024-08-31T01:38:18Z
intent_000539,I have a plan to kill myself.,crisis_emergency,,0.95,synthetic,ann_002,2024-08-09T00:21:40Z
intent_000540,What is somatic therapy?,information_request,,0.9,synthetic,ann_005,2024-07-08T09:34:04Z
intent_000541,Can I do a formal evaluation of my symptoms?,assessment_request,seek_support,0.93,synthetic,ann_002,2025-01-12T21:24:46Z
intent_000542,Can I book a session for Monday morning?,book_appointment,,0.94,synthetic,ann_003,2024-09-19T20:15:49Z
intent_000543,I feel like the pain will only stop if I'm dead.,crisis_emergency,,0.97,synthetic,ann_004,2025-03-14T02:50:27Z
intent_000544,Bahut mushkil ho raha hai sambhalna.,seek_support,,0.9,synthetic,ann_001,2024-12-09T23:16:13Z
intent_000545,I can't access my previous sessions.,feedback_complaint,general_chat,0.88,synthetic,ann_002,2024-06-13T12:24:04Z
intent_000546,I need help with my emotional wellbeing.,seek_support,book_appointment,0.92,synthetic,ann_005,2024-06-01T10:43:43Z
intent_000547,I've heard about this app and wanted to try it.,general_chat,seek_support,0.92,synthetic,ann_004,2024-08-09T12:14:32Z
intent_000548,What are the pricing plans?,information_request,seek_support,0.95,synthetic,ann_001,2024-08-08T14:05:56Z
intent_000549,I'd like to make an appointment.,book_appointment,,0.94,synthetic,ann_002,2024-10-22T23:13:13Z
intent_000550,I need to set up an appointment with someone.,book_appointment,seek_support,0.9,synthetic,ann_001,2024-09-28T17:15:39Z
intent_000551,I'm scared of myself right now.,crisis_emergency,,0.95,synthetic,ann_005,2024-09-25T14:01:06Z
intent_000552,Can I complete the GAD-7 questionnaire?,assessment_request,seek_support,0.93,synthetic,ann_005,2025-03-12T15:39:24Z
intent_000553,Can I schedule a session for next Monday?,book_appointment,,0.9,synthetic,ann_001,2024-12-24T16:34:47Z
intent_000554,I want to delete my account.,feedback_complaint,,0.95,synthetic,ann_001,2025-01-18T03:57:24Z
intent_000555,What is the relationship between gut health and mental health?,information_request,,0.97,synthetic,ann_002,2024-08-02T12:12:12Z
intent_000556,Can I get an appointment for Friday?,book_appointment,seek_support,0.9,synthetic,ann_002,2025-03-23T19:31:30Z
intent_000557,I think the AI responses need a lot of improvement.,feedback_complaint,,0.85,synthetic,ann_001,2024-10-29T22:26:07Z
intent_000558,Chatbot bilkul samajh nahi raha meri baat.,feedback_complaint,,0.95,synthetic,ann_004,2025-03-12T22:11:08Z
intent_000559,Depression ka assessment karna hai.,assessment_request,information_request,0.93,synthetic,ann_003,2025-02-04T18:24:26Z
intent_000560,I need help with coping strategies.,seek_support,,0.92,synthetic,ann_002,2024-09-15T15:26:01Z
intent_000561,I want to start with an assessment.,assessment_request,,0.9,synthetic,ann_001,2024-08-24T14:45:12Z
intent_000562,I need to make an appointment as soon as possible.,book_appointment,,0.98,synthetic,ann_003,2025-03-21T04:47:07Z
intent_000563,I've been thinking of ways to hurt myself.,crisis_emergency,seek_support,0.97,synthetic,ann_001,2024-11-24T01:43:54Z
intent_000564,I just wanted to test the app.,general_chat,,0.85,synthetic,ann_003,2025-02-10T02:55:17Z
intent_000565,I'm exhausted from trying to hold everything together.,seek_support,general_chat,0.9,synthetic,ann_002,2025-02-28T08:23:11Z
intent_000566,I want to set up a meeting with a counselor.,book_appointment,seek_support,0.9,synthetic,ann_003,2024-12-28T21:24:46Z
intent_000567,I need help processing some really hard emotions.,seek_support,book_appointment,0.92,synthetic,ann_002,2025-02-25T12:33:34Z
intent_000568,Ye app sahi se kaam nahi kar raha.,feedback_complaint,general_chat,0.93,synthetic,ann_005,2024-08-16T22:30:19Z
intent_000569,I don't want to live anymore.,crisis_emergency,,0.97,synthetic,ann_002,2024-10-23T02:09:42Z
intent_000570,I don't want to wake up tomorrow.,crisis_emergency,,0.93,synthetic,ann_005,2025-02-25T08:27:05Z
intent_000571,I've been struggling with my mental health for a while now.,seek_support,,0.97,synthetic,ann_002,2025-03-02T08:18:13Z
intent_000572,I've been struggling with suicidal thoughts for weeks.,crisis_emergency,seek_support,0.97,synthetic,ann_002,2025-03-15T17:51:52Z
intent_000573,I've been struggling a lot and I'm reaching out for help.,seek_support,,0.9,synthetic,ann_002,2025-01-14T07:40:03Z
intent_000574,I feel like I'm just going through the motions every day.,seek_support,,0.97,synthetic,ann_004,2024-07-06T10:26:27Z
intent_000575,What can you do?,general_chat,,0.85,synthetic,ann_001,2024-08-05T02:08:56Z
intent_000576,The app keeps crashing.,feedback_complaint,general_chat,0.93,synthetic,ann_003,2024-11-01T03:21:04Z
intent_000577,What is the difference between OCD and anxiety?,information_request,,0.92,synthetic,ann_004,2024-08-09T20:41:20Z
intent_000578,What is the difference between stress and anxiety?,information_request,,0.9,synthetic,ann_005,2024-08-16T06:52:41Z
intent_000579,I'm concerned about how my data is being used.,feedback_complaint,general_chat,0.95,synthetic,ann_002,2024-09-26T05:22:05Z
intent_000580,I need to book a therapy appointment.,book_appointment,,0.94,synthetic,ann_005,2024-08-27T02:05:00Z
intent_000581,Can I book a therapy session online?,book_appointment,,0.92,synthetic,ann_003,2025-01-03T17:44:40Z
intent_000582,I want to take the DASS-21.,assessment_request,,0.9,synthetic,ann_004,2024-10-03T08:38:50Z
intent_000583,What is schema therapy?,information_request,assessment_request,0.92,synthetic,ann_005,2024-08-17T06:25:26Z
intent_000584,I want to set up a consultation.,book_appointment,,0.98,synthetic,ann_002,2024-12-04T00:41:39Z
intent_000585,I've been having a really tough week emotionally.,seek_support,,0.95,synthetic,ann_005,2024-11-13T17:30:43Z
intent_000586,I want to take an assessment for OCD symptoms.,assessment_request,,0.88,synthetic,ann_002,2024-11-12T22:31:48Z
intent_000587,I don't want to live anymore.,crisis_emergency,,0.99,synthetic,ann_002,2024-11-28T04:06:36Z
intent_000588,What is DBT therapy?,information_request,seek_support,0.9,synthetic,ann_005,2024-10-17T06:24:56Z
intent_000589,What is complex PTSD?,information_request,,0.9,synthetic,ann_003,2025-02-19T00:47:29Z
intent_000590,I can't stop overthinking everything.,seek_support,book_appointment,0.95,synthetic,ann_003,2025-02-26T20:24:04Z
intent_000591,I need to schedule therapy as soon as possible.,book_appointment,,0.98,synthetic,ann_004,2025-03-22T03:01:06Z
intent_000592,I've been feeling so much pain and need someone to talk to.,seek_support,,0.95,synthetic,ann_005,2025-01-27T04:04:36Z
intent_000593,I've been thinking about suicide every day.,crisis_emergency,,0.97,synthetic,ann_002,2024-10-16T10:59:24Z
intent_000594,What is narrative therapy?,information_request,assessment_request,0.9,synthetic,ann_005,2024-12-25T01:50:18Z
intent_000595,How does sleep affect mental health?,information_request,,0.88,synthetic,ann_003,2024-12-22T01:02:13Z
intent_000596,I'm not happy with the service.,feedback_complaint,,0.93,synthetic,ann_001,2024-09-27T08:47:13Z
intent_000597,What is the difference between sadness and depression?,information_request,,0.92,synthetic,ann_001,2024-12-17T08:10:43Z
intent_000598,I'd like to organize a regular slot each week.,book_appointment,seek_support,0.96,synthetic,ann_002,2025-02-26T03:42:24Z
intent_000599,I'd like to track my mental health with assessments.,assessment_request,seek_support,0.93,synthetic,ann_004,2024-07-28T10:57:21Z
intent_000600,I want a refund for my last session.,feedback_complaint,general_chat,0.85,synthetic,ann_002,2024-07-12T13:49:35Z
intent_000601,I'd like to organize a regular slot each week.,book_appointment,,0.92,synthetic,ann_004,2024-09-22T03:24:13Z
intent_000602,Mindfulness ke baare mein batao.,information_request,assessment_request,0.92,synthetic,ann_001,2024-10-27T14:46:23Z
intent_000603,What is hypervigilance?,information_request,seek_support,0.88,synthetic,ann_001,2024-08-18T14:01:30Z
intent_000604,What is the relationship between gut health and mental health?,information_request,seek_support,0.88,synthetic,ann_003,2024-10-27T02:39:01Z
intent_000605,What is motivational interviewing?,information_request,seek_support,0.88,synthetic,ann_002,2024-09-07T18:09:05Z
intent_000606,Can I do a depression assessment?,assessment_request,information_request,0.9,synthetic,ann_003,2024-11-17T02:07:03Z
intent_000607,Just passing time and thought I'd chat.,general_chat,seek_support,0.95,synthetic,ann_001,2025-03-19T20:51:44Z
intent_000608,I feel like crying but I don't even know why.,seek_support,,0.9,synthetic,ann_004,2024-10-08T10:39:33Z
intent_000609,"I'm fine right now, just exploring the app.",general_chat,,0.95,synthetic,ann_001,2024-12-05T10:44:49Z
intent_000610,I want to take a mental wellness quiz.,assessment_request,seek_support,0.95,synthetic,ann_001,2024-07-25T03:31:09Z
intent_000611,I'd like to get on the schedule this week.,book_appointment,seek_support,0.92,synthetic,ann_003,2024-06-07T01:56:38Z
intent_000612,I'd like to book a slot with a therapist.,book_appointment,,0.96,synthetic,ann_003,2024-09-15T20:37:13Z
intent_000613,"Main therapist se milna chahta hun, booking kaise hogi?",book_appointment,,0.92,synthetic,ann_004,2024-10-24T10:13:43Z
intent_000614,Khud ko hurt karna chahta hun.,crisis_emergency,seek_support,0.93,synthetic,ann_002,2024-08-22T00:26:08Z
