id,utterance,pattern_count,source
meta_000556,They broke their promise to me,1,synthetic
meta_001436,I have to please everyone,1,synthetic
meta_001037,All my relationships fail,1,synthetic
meta_000281,They all talk about me behind my back,1,synthetic
meta_001137,Nobody wants to be around me,1,synthetic
meta_000835,I'm doing better now,1,synthetic
meta_001618,I'm incapable of loving myself,1,synthetic
meta_000731,I'm less anxious about it now,1,synthetic
meta_000479,I don't understand what he wants from me,1,synthetic
meta_001241,I have to please everyone,1,synthetic
meta_000167,He upset me again,1,synthetic
meta_001439,I have to be strong all the time,1,synthetic
meta_001514,I won't ever get over this,1,synthetic
meta_001280,I have to be strong all the time,1,synthetic
meta_002347,His behavior drives me crazy,1,synthetic
meta_002213,I know they don't like me,1,synthetic
meta_000475,It went wrong somehow,1,synthetic
meta_002035,She thinks I'm a failure,1,synthetic
meta_000831,She's more capable than me,1,synthetic
meta_001383,I have to be strong all the time,1,synthetic
meta_000665,I'm less anxious about it now,1,synthetic
meta_001121,Everyone judges me,1,synthetic
meta_002909,"When I fail again, it will destroy everything",1,synthetic
meta_002875,"Since I always mess up, why bother trying",1,synthetic
meta_001391,I have to please everyone,1,synthetic
meta_001272,I should be able to handle this alone,1,synthetic
meta_002847,"Before I disappoint them, I should leave",1,synthetic
meta_001505,It's impossible for me to be happy,1,synthetic
meta_002684,"They left me, so I'm unlovable",1,synthetic
meta_001688,I'm incapable of loving myself,1,synthetic
meta_000345,They don't care about my feelings,1,synthetic
meta_001292,I must not let anyone down,1,synthetic
meta_000761,I'm better off alone,1,synthetic
meta_000978,Everything is always my fault,1,synthetic
meta_000797,Things are different now,1,synthetic
meta_002153,He clearly doesn't respect me,1,synthetic
meta_001766,I'm trapped in my sadness,1,synthetic
meta_000953,I'll never be good enough,1,synthetic
meta_001361,I should be able to handle this alone,1,synthetic
meta_001902,My anxiety is overwhelming me,1,synthetic
meta_002208,People look at me like I'm pathetic,1,synthetic
meta_000757,This is the worst thing that's happened,1,synthetic
meta_000694,Things are different now,1,synthetic
meta_000839,This situation is worse than I thought,1,synthetic
meta_000046,He upset me again,1,synthetic
meta_000690,This is the worst thing that's happened,1,synthetic
meta_002385,His behavior drives me crazy,1,synthetic
meta_002411,You make me angry,1,synthetic
meta_001539,I'm unable to change,1,synthetic
meta_002174,He clearly doesn't respect me,1,synthetic
meta_002148,She thinks I'm a failure,1,synthetic
meta_001145,Nobody wants to be around me,1,synthetic
meta_001056,I never do anything right,1,synthetic
meta_001648,I won't ever get over this,1,synthetic
meta_002468,You make me angry,1,synthetic
meta_001225,I must not let anyone down,1,synthetic
meta_002993,"Before I disappoint them, I should leave",1,synthetic
meta_002519,His behavior drives me crazy,1,synthetic
meta_001530,I can't talk about my feelings,1,synthetic
meta_000277,People always judge me for it,1,synthetic
meta_002881,"Before I disappoint them, I should leave",1,synthetic
meta_001938,I'm struggling with my self-esteem,1,synthetic
meta_002862,"After I fail, nobody will want me",1,synthetic
meta_000117,He upset me again,1,synthetic
meta_000465,Life keeps throwing challenges at me,1,synthetic
meta_001986,My anxiety is overwhelming me,1,synthetic
meta_002633,"They left me, so I'm unlovable",1,synthetic
meta_002755,"She didn't text back, so she's rejecting me",1,synthetic
meta_002877,"Before I disappoint them, I should leave",1,synthetic
meta_002249,I know they don't like me,1,synthetic
meta_000700,Things are different now,1,synthetic
meta_002981,"Before I disappoint them, I should leave",1,synthetic
meta_002391,His behavior drives me crazy,1,synthetic
meta_001729,I'm incapable of loving myself,1,synthetic
meta_002548,Your words destroyed my confidence,1,synthetic
meta_001073,I'll never be good enough,1,synthetic
meta_001429,I must succeed at everything,1,synthetic
meta_002615,"She didn't text back, so she's rejecting me",1,synthetic
meta_000872,Everything is always my fault,1,synthetic
meta_000287,It's all their fault,1,synthetic
meta_000498,People keep doing hurtful things,1,synthetic
meta_001099,I never do anything right,1,synthetic
meta_002463,You're responsible for my failures,1,synthetic
meta_000787,I'm better off alone,1,synthetic
meta_002517,His behavior drives me crazy,1,synthetic
meta_002462,His behavior drives me crazy,1,synthetic
meta_000516,They messed everything up,1,synthetic
meta_001193,I never do anything right,1,synthetic
meta_000327,They don't care about my feelings,1,synthetic
meta_000274,He made me do it,1,synthetic
meta_000540,He did it again,1,synthetic
meta_000707,I'm doing better now,1,synthetic
meta_001583,I won't ever get over this,1,synthetic
meta_000706,I'm doing better now,1,synthetic
meta_002626,"If he loved me, he'd always be available",1,synthetic
meta_001158,Everything is always my fault,1,synthetic
meta_000310,It's all their fault,1,synthetic
meta_002319,You're responsible for my failures,1,synthetic
meta_001230,I must not let anyone down,1,synthetic
meta_000865,Everyone always abandons me,1,synthetic
meta_001695,I can't do anything about it,1,synthetic
meta_001535,It's impossible for me to be happy,1,synthetic
meta_001675,I can't talk about my feelings,1,synthetic
meta_002964,"After I fail, nobody will want me",1,synthetic
meta_001710,I'm unable to change,1,synthetic
meta_001199,Everyone always abandons me,1,synthetic
meta_000673,This is the worst thing that's happened,1,synthetic
meta_000126,They don't care about my feelings,1,synthetic
meta_001689,I won't ever get over this,1,synthetic
meta_000958,Everyone always abandons me,1,synthetic
meta_000408,He did it again,1,synthetic
meta_000995,Nobody ever listens to me,1,synthetic
meta_001829,My shame is eating away at me,1,synthetic
meta_001487,I'm unable to change,1,synthetic
meta_001813,I'm in a deep depression,1,synthetic
meta_001723,It's impossible for me to be happy,1,synthetic
meta_002732,"They left me, so I'm unlovable",1,synthetic
meta_002021,I know they don't like me,1,synthetic
meta_000322,He made me do it,1,synthetic
meta_001068,Everyone judges me,1,synthetic
meta_000290,He upset me again,1,synthetic
meta_000993,I'll never be good enough,1,synthetic
meta_000859,Everyone judges me,1,synthetic
meta_002814,"As my depression deepens, I'll lose everyone",1,synthetic
meta_001437,I have to please everyone,1,synthetic
meta_000079,He upset me again,1,synthetic
meta_001502,I can't talk about my feelings,1,synthetic
meta_002396,You're responsible for my failures,1,synthetic
meta_001930,I'm trapped in my sadness,1,synthetic
meta_001563,I can't talk about my feelings,1,synthetic
meta_001400,I must not let anyone down,1,synthetic
meta_001348,I have to be strong all the time,1,synthetic
meta_001259,I should never ask for help,1,synthetic
meta_002009,The guilt haunts me,1,synthetic
meta_001206,I must be perfect or I'm worthless,1,synthetic
meta_000981,Nobody wants to be around me,1,synthetic
meta_000095,They make me feel worthless,1,synthetic
meta_001944,My anxiety is overwhelming me,1,synthetic
meta_000244,He made me do it,1,synthetic
meta_002840,"Before I disappoint them, I should leave",1,synthetic
meta_000448,He did it again,1,synthetic
meta_002136,He judges me for everything,1,synthetic
meta_002808,"As my depression deepens, I'll lose everyone",1,synthetic
meta_002454,He causes all my problems,1,synthetic
meta_001075,Everyone always abandons me,1,synthetic
meta_000631,They broke their promise to me,1,synthetic
meta_001875,My anxiety is overwhelming me,1,synthetic
meta_001038,Nobody ever listens to me,1,synthetic
meta_000119,Someone told me I'd never succeed,1,synthetic
meta_001340,I should never ask for help,1,synthetic
meta_001555,I can't do anything about it,1,synthetic
meta_000858,I never do anything right,1,synthetic
meta_001842,The rejection really hurt me,1,synthetic
meta_002799,"If things get worse, I won't handle it",1,synthetic
meta_002894,"After I fail, nobody will want me",1,synthetic
meta_002194,He clearly doesn't respect me,1,synthetic
meta_002351,Her rejection ruined my self-worth,1,synthetic
meta_001257,I should never ask for help,1,synthetic
meta_002138,She thinks I'm a failure,1,synthetic
meta_002749,"He doesn't call me, so he hates me",1,synthetic
meta_002967,"After I fail, nobody will want me",1,synthetic
meta_002061,People look at me like I'm pathetic,1,synthetic
meta_002592,"He's busy, which proves he doesn't care",1,synthetic
meta_002601,"They left me, so I'm unlovable",1,synthetic
meta_000389,I don't understand what he wants from me,1,synthetic
meta_000623,They broke their promise to me,1,synthetic
meta_000901,I'll never be good enough,1,synthetic
meta_001142,I never do anything right,1,synthetic
meta_001652,Nobody can understand what I'm going through,1,synthetic
meta_002121,He clearly doesn't respect me,1,synthetic
meta_002853,"When I fail again, it will destroy everything",1,synthetic
meta_002155,He clearly doesn't respect me,1,synthetic
meta_001777,The loneliness is unbearable,1,synthetic
meta_000490,They broke their promise to me,1,synthetic
meta_002794,"If things get worse, I won't handle it",1,synthetic
meta_001250,I have to be strong all the time,1,synthetic
meta_000666,I'm doing better now,1,synthetic
meta_000908,All my relationships fail,1,synthetic
meta_001478,I have to be strong all the time,1,synthetic
meta_000874,Everything is always my fault,1,synthetic
meta_002744,Not asking my opinion means I'm not valued,1,synthetic
meta_000107,People always judge me for it,1,synthetic
meta_001354,I should never ask for help,1,synthetic
meta_001782,The rejection really hurt me,1,synthetic
meta_001168,"Every time I try, I fail",1,synthetic
meta_001870,The guilt haunts me,1,synthetic
meta_001821,I'm in a deep depression,1,synthetic
meta_001506,I can't talk about my feelings,1,synthetic
meta_000083,She thinks I'm a failure,1,synthetic
meta_000628,I don't understand what he wants from me,1,synthetic
meta_002210,He clearly doesn't respect me,1,synthetic
meta_000613,It went wrong somehow,1,synthetic
meta_000427,She's been acting strange lately,1,synthetic
meta_001670,I'm unable to change,1,synthetic
meta_002170,I know they don't like me,1,synthetic
meta_002379,You make me angry,1,synthetic
meta_002126,People look at me like I'm pathetic,1,synthetic
meta_000720,This situation is worse than I thought,1,synthetic
meta_001622,It's impossible for me to be happy,1,synthetic
meta_000578,She's been acting strange lately,1,synthetic
meta_002171,He clearly doesn't respect me,1,synthetic
meta_000506,It went wrong somehow,1,synthetic
meta_000242,She thinks I'm a failure,1,synthetic
meta_001623,I'm unable to change,1,synthetic
meta_000680,I'm doing better now,1,synthetic
meta_000776,She's more capable than me,1,synthetic
meta_000338,It's all their fault,1,synthetic
meta_000752,I'm better off alone,1,synthetic
meta_002302,Your words destroyed my confidence,1,synthetic
meta_001421,I have to be strong all the time,1,synthetic
meta_001422,I have to please everyone,1,synthetic
meta_001724,I can't talk about my feelings,1,synthetic
meta_002896,"If things get worse, I won't handle it",1,synthetic
meta_001663,I can't do anything about it,1,synthetic
meta_000206,He upset me again,1,synthetic
meta_002539,He causes all my problems,1,synthetic
meta_001027,I'll never be good enough,1,synthetic
meta_002948,"As my depression deepens, I'll lose everyone",1,synthetic
meta_001415,I have to be strong all the time,1,synthetic
meta_002450,His behavior drives me crazy,1,synthetic
meta_002574,"They left me, so I'm unlovable",1,synthetic
meta_000270,They make me feel worthless,1,synthetic
meta_002892,"When I fail again, it will destroy everything",1,synthetic
meta_002290,They think I'm stupid,1,synthetic
meta_002963,"Now that I'm broken, I'm worthless",1,synthetic
meta_000983,Nobody ever listens to me,1,synthetic
meta_001261,I have to be strong all the time,1,synthetic
meta_001993,I'm in a deep depression,1,synthetic
meta_001927,I'm struggling with my self-esteem,1,synthetic
meta_001165,All my relationships fail,1,synthetic
meta_000320,He made me do it,1,synthetic
meta_001542,Nobody can understand what I'm going through,1,synthetic
meta_001332,I have to please everyone,1,synthetic
meta_002238,He clearly doesn't respect me,1,synthetic
meta_001091,Nobody wants to be around me,1,synthetic
meta_001334,I should be able to handle this alone,1,synthetic
meta_002364,His behavior drives me crazy,1,synthetic
meta_000077,He made me do it,1,synthetic
meta_001922,My anxiety is overwhelming me,1,synthetic
meta_001834,The anger is consuming me,1,synthetic
meta_000973,Everyone always abandons me,1,synthetic
meta_000367,Something bad happened to me,1,synthetic
meta_001425,I should be able to handle this alone,1,synthetic
meta_002053,Everyone knows I'm a loser,1,synthetic
meta_001127,Everyone always abandons me,1,synthetic
meta_000297,Everyone expects so much from me,1,synthetic
meta_002291,Her rejection ruined my self-worth,1,synthetic
meta_001843,The rejection really hurt me,1,synthetic
meta_002775,"As my depression deepens, I'll lose everyone",1,synthetic
meta_001159,Everyone judges me,1,synthetic
meta_002465,You're responsible for my failures,1,synthetic
meta_001845,My anxiety is overwhelming me,1,synthetic
meta_000237,It's all their fault,1,synthetic
meta_002932,"When I fail again, it will destroy everything",1,synthetic
meta_000121,They all talk about me behind my back,1,synthetic
meta_000104,She thinks I'm a failure,1,synthetic
meta_000306,People always judge me for it,1,synthetic
meta_000530,Something bad happened to me,1,synthetic
meta_001447,I have to be strong all the time,1,synthetic
meta_000131,They don't care about my feelings,1,synthetic
meta_002552,"He doesn't call me, so he hates me",1,synthetic
meta_001571,I can't forgive myself,1,synthetic
meta_002741,"She didn't text back, so she's rejecting me",1,synthetic
meta_002001,I'm trapped in my sadness,1,synthetic
meta_000641,She's been acting strange lately,1,synthetic
meta_002308,You're responsible for my failures,1,synthetic
meta_002392,You're responsible for my failures,1,synthetic
meta_000069,They don't care about my feelings,1,synthetic
meta_000821,I'm less anxious about it now,1,synthetic
meta_000142,She thinks I'm a failure,1,synthetic
meta_002828,"Before I disappoint them, I should leave",1,synthetic
meta_002300,His behavior drives me crazy,1,synthetic
meta_002942,"Now that I'm broken, I'm worthless",1,synthetic
meta_002248,He clearly doesn't respect me,1,synthetic
meta_002704,"They left me, so I'm unlovable",1,synthetic
meta_000486,They messed everything up,1,synthetic
meta_001774,The loneliness is unbearable,1,synthetic
meta_002381,His behavior drives me crazy,1,synthetic
meta_001086,"Every time I try, I fail",1,synthetic
meta_002820,"When I fail again, it will destroy everything",1,synthetic
meta_001783,The anger is consuming me,1,synthetic
meta_000509,They broke their promise to me,1,synthetic
meta_001316,I have to be strong all the time,1,synthetic
meta_000658,I'm less anxious about it now,1,synthetic
meta_002241,I can tell she doesn't want me around,1,synthetic
meta_001984,I'm struggling with my self-esteem,1,synthetic
meta_002899,"As my depression deepens, I'll lose everyone",1,synthetic
meta_000190,Everyone expects so much from me,1,synthetic
meta_002564,"She didn't text back, so she's rejecting me",1,synthetic
meta_001363,I should never ask for help,1,synthetic
meta_000560,He did it again,1,synthetic
meta_000582,It went wrong somehow,1,synthetic
meta_001848,My shame is eating away at me,1,synthetic
meta_000793,I'm less anxious about it now,1,synthetic
meta_001646,It's impossible for me to be happy,1,synthetic
meta_002576,"He's busy, which proves he doesn't care",1,synthetic
meta_002661,"He's busy, which proves he doesn't care",1,synthetic
meta_000830,This situation is worse than I thought,1,synthetic
meta_002247,I know they don't like me,1,synthetic
meta_002737,"She didn't text back, so she's rejecting me",1,synthetic
meta_000966,Everyone always abandons me,1,synthetic
meta_001575,I'm unable to change,1,synthetic
meta_000645,Something bad happened to me,1,synthetic
meta_002871,"When I fail again, it will destroy everything",1,synthetic
meta_002116,I know they don't like me,1,synthetic
meta_001513,Nobody can understand what I'm going through,1,synthetic
meta_001174,Everyone always abandons me,1,synthetic
meta_000809,She's more capable than me,1,synthetic
meta_002758,"He doesn't call me, so he hates me",1,synthetic
meta_002971,"Before I disappoint them, I should leave",1,synthetic
meta_000834,Things are different now,1,synthetic
meta_002354,They make me feel worthless,1,synthetic
meta_002226,Everyone knows I'm a loser,1,synthetic
meta_000760,I'm doing better now,1,synthetic
meta_002687,"They left me, so I'm unlovable",1,synthetic
meta_001274,I should be able to handle this alone,1,synthetic
meta_002893,"Before I disappoint them, I should leave",1,synthetic
meta_000961,I always mess things up,1,synthetic
meta_001239,I have to be strong all the time,1,synthetic
meta_001640,I won't ever get over this,1,synthetic
meta_001496,I can't forgive myself,1,synthetic
meta_001362,I should never ask for help,1,synthetic
meta_002179,She thinks I'm a failure,1,synthetic
meta_001428,I must not let anyone down,1,synthetic
meta_002514,His behavior drives me crazy,1,synthetic
meta_001916,I'm in a deep depression,1,synthetic
meta_000137,They make me feel worthless,1,synthetic
meta_000387,She's been acting strange lately,1,synthetic
meta_002448,You make me angry,1,synthetic
meta_000716,This is the worst thing that's happened,1,synthetic
meta_000111,It's all their fault,1,synthetic
meta_000329,It's all their fault,1,synthetic
meta_000947,Nobody wants to be around me,1,synthetic
meta_001376,I should never ask for help,1,synthetic
meta_002671,"He doesn't call me, so he hates me",1,synthetic
meta_000647,I can't believe what she said to me,1,synthetic
meta_001220,I must not let anyone down,1,synthetic
meta_001608,It's impossible for me to be happy,1,synthetic
meta_002848,"Now that I'm broken, I'm worthless",1,synthetic
meta_000453,I don't understand what he wants from me,1,synthetic
meta_000075,Someone told me I'd never succeed,1,synthetic
meta_002842,"Before I disappoint them, I should leave",1,synthetic
meta_002027,I can tell she doesn't want me around,1,synthetic
meta_002489,They make me feel worthless,1,synthetic
meta_000118,Someone told me I'd never succeed,1,synthetic
meta_000257,They make me feel worthless,1,synthetic
meta_001606,It's impossible for me to be happy,1,synthetic
meta_001264,I should never ask for help,1,synthetic
meta_002979,"When I fail again, it will destroy everything",1,synthetic
meta_001769,I'm in a deep depression,1,synthetic
meta_002733,"He doesn't call me, so he hates me",1,synthetic
meta_000394,I don't understand what he wants from me,1,synthetic
meta_001679,I can't forgive myself,1,synthetic
meta_002033,Everyone knows I'm a loser,1,synthetic
meta_002023,I can tell she doesn't want me around,1,synthetic
meta_000902,"Every time I try, I fail",1,synthetic
meta_002910,"Now that I'm broken, I'm worthless",1,synthetic
meta_001515,I can't forgive myself,1,synthetic
meta_001404,I have to be strong all the time,1,synthetic
meta_000815,I'm less anxious about it now,1,synthetic
meta_002787,"If things get worse, I won't handle it",1,synthetic
meta_001771,The loneliness is unbearable,1,synthetic
meta_002656,"He doesn't call me, so he hates me",1,synthetic
meta_002024,He judges me for everything,1,synthetic
meta_000967,Everyone judges me,1,synthetic
meta_002928,"Since I always mess up, why bother trying",1,synthetic
meta_002269,People look at me like I'm pathetic,1,synthetic
meta_002593,"She didn't text back, so she's rejecting me",1,synthetic
meta_002578,"He doesn't call me, so he hates me",1,synthetic
meta_002329,They make me feel worthless,1,synthetic
meta_000512,I can't believe what she said to me,1,synthetic
meta_002582,Not asking my opinion means I'm not valued,1,synthetic
meta_000682,This is the worst thing that's happened,1,synthetic
meta_001511,I can't forgive myself,1,synthetic
meta_000238,He upset me again,1,synthetic
meta_002172,He clearly doesn't respect me,1,synthetic
meta_000751,Things are different now,1,synthetic
meta_002014,He clearly doesn't respect me,1,synthetic
meta_000031,It's all their fault,1,synthetic
meta_000047,People always judge me for it,1,synthetic
meta_002154,They think I'm stupid,1,synthetic
meta_002233,He clearly doesn't respect me,1,synthetic
meta_001908,I'm in a deep depression,1,synthetic
meta_002475,His behavior drives me crazy,1,synthetic
meta_002743,"He's busy, which proves he doesn't care",1,synthetic
meta_002961,"Before I disappoint them, I should leave",1,synthetic
meta_000595,People keep doing hurtful things,1,synthetic
meta_001520,I'm incapable of loving myself,1,synthetic
meta_002628,"She didn't text back, so she's rejecting me",1,synthetic
meta_000332,He upset me again,1,synthetic
meta_001028,Nobody ever listens to me,1,synthetic
meta_002114,I can tell she doesn't want me around,1,synthetic
meta_000266,They all talk about me behind my back,1,synthetic
meta_002796,"When I fail again, it will destroy everything",1,synthetic
meta_001816,The guilt haunts me,1,synthetic
meta_000795,Things are different now,1,synthetic
meta_001284,I have to please everyone,1,synthetic
meta_002538,You're responsible for my failures,1,synthetic
meta_001147,Nobody wants to be around me,1,synthetic
meta_001339,I need to fix everything,1,synthetic
meta_000185,Everyone expects so much from me,1,synthetic
meta_001007,I always mess things up,1,synthetic
meta_001929,I'm in a deep depression,1,synthetic
meta_000484,It went wrong somehow,1,synthetic
meta_000986,All my relationships fail,1,synthetic
meta_002193,He judges me for everything,1,synthetic
meta_001890,I'm struggling with my self-esteem,1,synthetic
meta_002212,Everyone knows I'm a loser,1,synthetic
meta_001767,I'm in a deep depression,1,synthetic
meta_002140,He clearly doesn't respect me,1,synthetic
meta_001039,Nobody ever listens to me,1,synthetic
meta_001595,I can't forgive myself,1,synthetic
meta_001572,I'm incapable of loving myself,1,synthetic
meta_000311,It's all their fault,1,synthetic
meta_001507,I'm incapable of loving myself,1,synthetic
meta_002077,They think I'm stupid,1,synthetic
meta_000804,I'm less anxious about it now,1,synthetic
meta_002648,"He doesn't call me, so he hates me",1,synthetic
meta_000144,It's all their fault,1,synthetic
meta_002900,"After I fail, nobody will want me",1,synthetic
meta_002747,"They left me, so I'm unlovable",1,synthetic
meta_002838,"As my depression deepens, I'll lose everyone",1,synthetic
meta_000471,They broke their promise to me,1,synthetic
meta_002436,His behavior drives me crazy,1,synthetic
meta_002218,I can tell she doesn't want me around,1,synthetic
meta_002478,Your words destroyed my confidence,1,synthetic
meta_001228,I should never ask for help,1,synthetic
meta_002007,I'm trapped in my sadness,1,synthetic
meta_000156,He upset me again,1,synthetic
meta_000672,Things are different now,1,synthetic
meta_000179,Everyone expects so much from me,1,synthetic
meta_002113,She thinks I'm a failure,1,synthetic
meta_002975,"If things get worse, I won't handle it",1,synthetic
meta_001248,I should never ask for help,1,synthetic
meta_002956,"Now that I'm broken, I'm worthless",1,synthetic
meta_001026,I'll never be good enough,1,synthetic
meta_001690,I'm unable to change,1,synthetic
meta_002428,Her rejection ruined my self-worth,1,synthetic
meta_000019,It's all their fault,1,synthetic
meta_000568,He did it again,1,synthetic
meta_000939,I never do anything right,1,synthetic
meta_001456,I must succeed at everything,1,synthetic
meta_002947,"Before I disappoint them, I should leave",1,synthetic
meta_001526,I can't forgive myself,1,synthetic
meta_000088,She thinks I'm a failure,1,synthetic
meta_000911,All my relationships fail,1,synthetic
meta_001659,Nobody can understand what I'm going through,1,synthetic
meta_002224,He clearly doesn't respect me,1,synthetic
meta_001684,I can't forgive myself,1,synthetic
meta_002277,People look at me like I'm pathetic,1,synthetic
meta_000247,He upset me again,1,synthetic
meta_000937,I'll never be good enough,1,synthetic
meta_001198,I always mess things up,1,synthetic
meta_000058,They all talk about me behind my back,1,synthetic
meta_001494,I'm unable to change,1,synthetic
meta_002124,I can tell she doesn't want me around,1,synthetic
meta_000854,All my relationships fail,1,synthetic
meta_002178,They think I'm stupid,1,synthetic
meta_001117,"Every time I try, I fail",1,synthetic
meta_002665,"He's busy, which proves he doesn't care",1,synthetic
meta_002180,I can tell she doesn't want me around,1,synthetic
meta_001804,My shame is eating away at me,1,synthetic
meta_002366,He causes all my problems,1,synthetic
meta_001010,Everyone judges me,1,synthetic
meta_001945,My shame is eating away at me,1,synthetic
meta_002069,I can tell she doesn't want me around,1,synthetic
meta_002867,"Since I always mess up, why bother trying",1,synthetic
meta_002953,"If things get worse, I won't handle it",1,synthetic
meta_001516,I'm unable to change,1,synthetic
meta_002508,You're responsible for my failures,1,synthetic
meta_001658,I'm unable to change,1,synthetic
meta_001314,I should never ask for help,1,synthetic
meta_001416,I must not let anyone down,1,synthetic
meta_002831,"Before I disappoint them, I should leave",1,synthetic
meta_002086,People look at me like I'm pathetic,1,synthetic
meta_002132,People look at me like I'm pathetic,1,synthetic
meta_000300,It's all their fault,1,synthetic
meta_000886,Everyone always abandons me,1,synthetic
meta_002827,"Now that I'm broken, I'm worthless",1,synthetic
meta_000900,Nobody wants to be around me,1,synthetic
meta_001807,My shame is eating away at me,1,synthetic
meta_000482,Life keeps throwing challenges at me,1,synthetic
meta_002297,Your words destroyed my confidence,1,synthetic
meta_000991,All my relationships fail,1,synthetic
meta_001353,I should never ask for help,1,synthetic
meta_000615,He did it again,1,synthetic
meta_002278,I can tell she doesn't want me around,1,synthetic
meta_000114,People always judge me for it,1,synthetic
meta_001246,I need to fix everything,1,synthetic
meta_002912,"If things get worse, I won't handle it",1,synthetic
meta_001036,Everyone judges me,1,synthetic
meta_000051,They don't care about my feelings,1,synthetic
meta_001310,I have to be strong all the time,1,synthetic
meta_001971,I can't escape my fear,1,synthetic
meta_000419,I don't understand what he wants from me,1,synthetic
meta_001306,I have to be strong all the time,1,synthetic
meta_000199,He made me do it,1,synthetic
meta_001065,Everyone always abandons me,1,synthetic
meta_000248,They don't care about my feelings,1,synthetic
meta_001839,The loneliness is unbearable,1,synthetic
meta_000001,Someone told me I'd never succeed,1,synthetic
meta_000138,They all talk about me behind my back,1,synthetic
meta_002861,"Now that I'm broken, I'm worthless",1,synthetic
meta_000412,It went wrong somehow,1,synthetic
meta_002353,Your words destroyed my confidence,1,synthetic
meta_000014,People always judge me for it,1,synthetic
meta_001604,I can't do anything about it,1,synthetic
meta_001164,Everything is always my fault,1,synthetic
meta_002287,She thinks I'm a failure,1,synthetic
meta_000458,Something bad happened to me,1,synthetic
meta_002384,They make me feel worthless,1,synthetic
meta_002129,People look at me like I'm pathetic,1,synthetic
meta_002513,They make me feel worthless,1,synthetic
meta_001058,I'll never be good enough,1,synthetic
meta_000420,She's been acting strange lately,1,synthetic
meta_001209,I must be perfect or I'm worthless,1,synthetic
meta_001047,Everyone always abandons me,1,synthetic
meta_001538,I'm incapable of loving myself,1,synthetic
meta_000125,They make me feel worthless,1,synthetic
meta_002693,"He's busy, which proves he doesn't care",1,synthetic
meta_002977,"Now that I'm broken, I'm worthless",1,synthetic
meta_001188,"Every time I try, I fail",1,synthetic
meta_000200,It's all their fault,1,synthetic
meta_000683,This is the worst thing that's happened,1,synthetic
meta_001418,I must succeed at everything,1,synthetic
meta_000554,She's been acting strange lately,1,synthetic
meta_000113,She thinks I'm a failure,1,synthetic
meta_002916,"After I fail, nobody will want me",1,synthetic
meta_000112,He upset me again,1,synthetic
meta_002380,Your words destroyed my confidence,1,synthetic
meta_001277,I need to fix everything,1,synthetic
meta_002731,"He doesn't call me, so he hates me",1,synthetic
meta_000013,They make me feel worthless,1,synthetic
meta_001873,The loneliness is unbearable,1,synthetic
meta_000258,He upset me again,1,synthetic
meta_001468,I must be perfect or I'm worthless,1,synthetic
meta_000110,He made me do it,1,synthetic
meta_002415,Her rejection ruined my self-worth,1,synthetic
meta_002612,"He's busy, which proves he doesn't care",1,synthetic
meta_000261,It's all their fault,1,synthetic
meta_002805,"As my depression deepens, I'll lose everyone",1,synthetic
meta_002012,They think I'm stupid,1,synthetic
meta_001941,The guilt haunts me,1,synthetic
meta_000620,They broke their promise to me,1,synthetic
meta_000288,They make me feel worthless,1,synthetic
meta_000182,Someone told me I'd never succeed,1,synthetic
meta_001589,I won't ever get over this,1,synthetic
meta_002318,His behavior drives me crazy,1,synthetic
meta_002914,"Since I always mess up, why bother trying",1,synthetic
meta_001160,I'll never be good enough,1,synthetic
meta_001269,I should be able to handle this alone,1,synthetic
meta_002228,He clearly doesn't respect me,1,synthetic
meta_002839,"Before I disappoint them, I should leave",1,synthetic
meta_000876,Everyone always abandons me,1,synthetic
meta_002941,"Now that I'm broken, I'm worthless",1,synthetic
meta_000960,I never do anything right,1,synthetic
meta_002510,You make me angry,1,synthetic
meta_001032,Nobody wants to be around me,1,synthetic
meta_001446,I have to be strong all the time,1,synthetic
meta_000906,I always mess things up,1,synthetic
meta_001079,Everyone judges me,1,synthetic
meta_001815,My anxiety is overwhelming me,1,synthetic
meta_002387,Her rejection ruined my self-worth,1,synthetic
meta_000895,Everyone always abandons me,1,synthetic
meta_002516,You make me angry,1,synthetic
meta_000376,People keep doing hurtful things,1,synthetic
meta_001287,I must succeed at everything,1,synthetic
meta_001419,I need to fix everything,1,synthetic
meta_001818,The loneliness is unbearable,1,synthetic
meta_000176,People always judge me for it,1,synthetic
meta_002201,They think I'm stupid,1,synthetic
meta_001279,I should never ask for help,1,synthetic
meta_001170,All my relationships fail,1,synthetic
meta_001136,Nobody wants to be around me,1,synthetic
meta_000853,I'll never be good enough,1,synthetic
meta_002640,"If he loved me, he'd always be available",1,synthetic
meta_001698,I can't talk about my feelings,1,synthetic
meta_002650,"If he loved me, he'd always be available",1,synthetic
meta_000286,He made me do it,1,synthetic
meta_002130,Everyone knows I'm a loser,1,synthetic
meta_001525,I can't talk about my feelings,1,synthetic
meta_002442,His behavior drives me crazy,1,synthetic
meta_001883,I'm in a deep depression,1,synthetic
meta_002992,"Now that I'm broken, I'm worthless",1,synthetic
meta_002031,People look at me like I'm pathetic,1,synthetic
meta_000536,They messed everything up,1,synthetic
meta_001388,I should never ask for help,1,synthetic
meta_002131,He clearly doesn't respect me,1,synthetic
meta_001384,I need to fix everything,1,synthetic
meta_000792,I'm less anxious about it now,1,synthetic
meta_002386,They make me feel worthless,1,synthetic
meta_000727,She's more capable than me,1,synthetic
