id,utterance,primary_emotion,secondary_emotion,intensity,confidence,annotator_id,source,created_at
emot_000805,Every morning I wake up and realise nothing has changed. The despair is fresh every day.,hopelessness,guilt,0.7961,0.7618,ann_005,forum_scrape,2025-06-07T00:00:00Z
emot_000166,Raat ko achanak dar lagta hai. Neend nahi aati.,anxiety,fear,0.8969,0.8333,ann_002,synthetic,2025-10-31T00:00:00Z
emot_000237,"I feel a quiet, persistent sadness that never quite lifts.",sadness,,0.6867,0.7698,ann_007,forum_scrape,2025-06-08T00:00:00Z
emot_000604,I'm afraid of how much it hurts when I let someone in.,fear,anxiety,0.7577,0.8784,ann_014,synthetic,2025-10-22T00:00:00Z
emot_000409,I've been isolating myself because I don't want others to see how I'm doing.,sadness,hopelessness,0.7588,0.9353,ann_006,clinical_notes,2025-10-19T00:00:00Z
emot_000674,I've been scared of having another episode. The first one almost ended everything.,fear,anxiety,0.9377,0.9678,ann_005,clinical_notes,2025-09-20T00:00:00Z
emot_000489,I'm angry that the thing that hurt me the most was done by someone I trusted.,anger,,0.9359,0.8148,ann_002,synthetic,2025-05-02T00:00:00Z
emot_001127,I feel like there's no version of me that deserves to be proud.,shame,sadness,0.9106,0.8034,ann_010,forum_scrape,2025-04-23T00:00:00Z
emot_001251,I took a break from social media this week and felt clearer.,neutral,,0.397,0.8784,ann_003,clinical_notes,2025-07-11T00:00:00Z
emot_000971,I carry the guilt of a choice I made in a moment of weakness.,guilt,shame,0.9537,0.9621,ann_012,synthetic,2025-06-23T00:00:00Z
emot_001232,I had some time to myself this evening and I used it quietly.,neutral,,0.4732,0.7981,ann_013,synthetic,2025-02-11T00:00:00Z
emot_000369,I've been carrying the sadness like a coat I can't take off.,sadness,anxiety,0.8364,0.849,ann_010,synthetic,2025-11-30T00:00:00Z
emot_001145,I feel like I was given a chance and I wasted it.,shame,,0.7783,0.8486,ann_015,synthetic,2025-07-29T00:00:00Z
emot_001019,I should have told the truth. I didn't. And the lie had consequences.,guilt,sadness,0.8563,0.9015,ann_002,synthetic,2025-02-13T00:00:00Z
emot_000025,I'm scared of what happens if I stop being anxious. What if I miss something?,anxiety,,0.7926,0.8267,ann_011,synthetic,2025-03-08T00:00:00Z
emot_001245,I spent the weekend doing mostly nothing and felt okay about it.,neutral,,0.3123,0.9795,ann_012,forum_scrape,2026-01-21T00:00:00Z
emot_000452,I'm angry at being expected to be grateful for what is the bare minimum.,anger,sadness,0.7278,0.9394,ann_011,forum_scrape,2025-07-10T00:00:00Z
emot_000823,I'm tired of being told things will get better. It's been years.,hopelessness,guilt,0.9899,0.8452,ann_006,clinical_notes,2025-06-20T00:00:00Z
emot_001267,I scheduled a weekend trip with some friends for next month.,neutral,,0.4046,0.9196,ann_011,synthetic,2025-05-28T00:00:00Z
emot_000029,"I don't feel safe anywhere, even at home.",anxiety,sadness,0.79,0.8313,ann_015,crisis_text_line,2025-10-14T00:00:00Z
emot_000793,I feel like the good things in life are not for me.,hopelessness,anxiety,0.9067,0.9208,ann_009,clinical_notes,2025-11-01T00:00:00Z
emot_000149,I'm scared that my anxiety will never get better no matter what I try.,anxiety,,0.9119,0.9319,ann_005,clinical_notes,2025-01-08T00:00:00Z
emot_001061,I feel like I don't deserve the things I have. Like I tricked people into caring.,shame,hopelessness,0.9317,0.9253,ann_011,synthetic,2025-11-25T00:00:00Z
emot_000831,I've stopped believing that tomorrow will be better.,hopelessness,anxiety,0.7482,0.8145,ann_006,synthetic,2025-01-16T00:00:00Z
emot_000647,I'm scared of being alone in the world.,fear,,0.8301,0.9077,ann_010,clinical_notes,2025-08-21T00:00:00Z
emot_000168,My palms sweat every time I have to send an important email.,anxiety,,0.5236,0.8602,ann_007,forum_scrape,2025-07-25T00:00:00Z
emot_000192,I'm afraid of my own heartbeat. It feels irregular even when it's not.,anxiety,hopelessness,0.8097,0.7518,ann_007,synthetic,2026-01-18T00:00:00Z
emot_000629,I'm scared of losing my mind.,fear,anxiety,0.8209,0.9355,ann_011,synthetic,2025-11-11T00:00:00Z
emot_000782,I feel numb to the possibilities that other people seem excited about.,hopelessness,,0.7894,0.8799,ann_006,synthetic,2025-03-22T00:00:00Z
emot_000122,I'm afraid of my own mind.,anxiety,,0.8392,0.8151,ann_014,clinical_notes,2025-06-02T00:00:00Z
emot_000232,I feel hollow inside. Like something essential was taken out.,sadness,anxiety,0.7174,0.9462,ann_003,forum_scrape,2025-08-20T00:00:00Z
emot_000455,I yelled at someone in traffic and now I feel terrible about it.,anger,,0.5601,0.882,ann_007,synthetic,2026-01-06T00:00:00Z
emot_000156,I feel anxious even in my dreams. I never really rest.,anxiety,,0.9445,0.9688,ann_012,synthetic,2025-01-17T00:00:00Z
emot_001293,I caught up on some correspondence I'd been putting off.,neutral,,0.2651,0.7718,ann_011,forum_scrape,2025-06-16T00:00:00Z
emot_000041,I'm scared of everything I can't control.,anxiety,fear,0.8204,0.9034,ann_007,forum_scrape,2025-06-17T00:00:00Z
emot_000111,My mind races from the moment I wake up to the moment I fall asleep.,anxiety,,0.8298,0.8421,ann_009,synthetic,2026-01-25T00:00:00Z
emot_000979,I've been carrying guilt for a secret I've kept for years.,guilt,sadness,0.7537,0.8522,ann_013,synthetic,2025-08-01T00:00:00Z
emot_000500,I feel like I'm always fighting for things that should just be given to me.,anger,guilt,0.677,0.8533,ann_004,crisis_text_line,2025-03-27T00:00:00Z
emot_000723,I'm afraid of the night. It brings everything I've been avoiding.,fear,,0.8589,0.8723,ann_007,synthetic,2025-05-18T00:00:00Z
emot_000786,I feel like a broken machine that keeps getting patched but never really runs right.,hopelessness,,0.946,0.8804,ann_010,synthetic,2025-04-29T00:00:00Z
emot_000468,I'm frustrated that being angry is treated as the problem rather than what caused the anger.,anger,,0.7702,0.9364,ann_009,synthetic,2025-09-10T00:00:00Z
emot_001229,I signed up for a half-marathon. Very much in the preparation stage.,neutral,,0.302,0.9097,ann_010,synthetic,2025-06-12T00:00:00Z
emot_001221,I've been trying to drink more water. Small things.,neutral,,0.3623,0.7924,ann_006,synthetic,2025-01-04T00:00:00Z
emot_000350,I've been struggling to get out of bed in the morning.,sadness,,0.8963,0.9626,ann_015,synthetic,2025-12-17T00:00:00Z
emot_000577,I'm furious at the unfairness of it. I did everything right.,anger,,0.8345,0.9731,ann_009,synthetic,2025-01-26T00:00:00Z
emot_000859,I feel like I'll always be this way. That this is just my life.,hopelessness,sadness,0.9802,0.7763,ann_008,synthetic,2025-11-02T00:00:00Z
emot_000863,"I've lost faith in myself, in other people, in everything.",hopelessness,sadness,0.7897,0.8542,ann_007,clinical_notes,2025-05-30T00:00:00Z
emot_000052,Even happy occasions trigger anxiety. What if something goes wrong?,anxiety,,0.9493,0.887,ann_015,synthetic,2026-01-22T00:00:00Z
emot_000886,I can't imagine being happy. I've tried to picture it and I can't.,hopelessness,anxiety,0.838,0.8146,ann_001,forum_scrape,2025-05-12T00:00:00Z
emot_001187,I had a routine appointment today. Everything seemed fine.,neutral,,0.4575,0.9359,ann_004,synthetic,2025-04-24T00:00:00Z
emot_000063,I spent all night worrying about something that probably won't happen.,anxiety,,0.7488,0.8728,ann_010,clinical_notes,2025-07-21T00:00:00Z
emot_000355,I feel loss even for things I still have. As if I'm already mourning them.,sadness,,0.8132,0.8505,ann_006,clinical_notes,2025-02-08T00:00:00Z
emot_000955,I've been carrying the guilt of a promise I broke.,guilt,shame,0.8652,0.8399,ann_005,synthetic,2025-04-02T00:00:00Z
emot_000253,I feel like I've been left behind.,sadness,guilt,0.5074,0.8384,ann_007,synthetic,2025-11-12T00:00:00Z
emot_000356,I've been unable to return to places we used to go together.,sadness,,0.9438,0.9279,ann_011,synthetic,2025-01-16T00:00:00Z
emot_000426,I feel like I'm always one passive-aggressive comment away from losing it.,anger,,0.8014,0.8105,ann_011,synthetic,2025-10-23T00:00:00Z
emot_000614,I'm terrified of the outcome and I can't stop thinking about it.,fear,sadness,0.807,0.8081,ann_003,forum_scrape,2025-02-28T00:00:00Z
emot_000389,I've been watching the sunsets she loved. It's the closest I get to her now.,sadness,anxiety,0.6612,0.9012,ann_001,forum_scrape,2025-07-22T00:00:00Z
emot_000758,I feel like the world doesn't need me and I'm not sure I need the world.,hopelessness,guilt,0.7789,0.7956,ann_011,clinical_notes,2025-07-22T00:00:00Z
emot_000128,I'm scared of being abandoned if people really see who I am.,anxiety,,0.6516,0.8551,ann_003,synthetic,2026-01-05T00:00:00Z
emot_000808,I've given up on relationships. Everyone leaves eventually.,hopelessness,sadness,0.983,0.8047,ann_011,synthetic,2025-10-29T00:00:00Z
emot_000874,I can't make myself care about the future when the present is this painful.,hopelessness,,0.7773,0.8475,ann_007,synthetic,2025-08-19T00:00:00Z
emot_000711,I'm scared of the conversation that I know needs to happen.,fear,sadness,0.6893,0.9537,ann_004,synthetic,2025-06-08T00:00:00Z
emot_000564,I'm so sick of being talked over in every single meeting.,anger,fear,0.9143,0.7718,ann_015,synthetic,2026-01-24T00:00:00Z
emot_001005,I should have spoken up. I was too scared. Someone got hurt because of my silence.,guilt,sadness,0.5676,0.8681,ann_008,synthetic,2025-01-31T00:00:00Z
emot_000770,I'm past the point of hoping. I'm in the survival stage now and even that barely holds.,hopelessness,sadness,0.7133,0.8124,ann_006,crisis_text_line,2025-12-04T00:00:00Z
emot_001188,I had an honest conversation with a friend about something that had been on my mind.,neutral,,0.1868,0.958,ann_010,synthetic,2025-12-28T00:00:00Z
emot_000132,My anxiety makes me avoid things I actually want to do.,anxiety,sadness,0.646,0.7726,ann_012,crisis_text_line,2025-11-21T00:00:00Z
emot_000600,I've been scared since childhood of certain sounds that mean something bad is about to happen.,fear,,0.7069,0.7885,ann_009,clinical_notes,2026-01-31T00:00:00Z
emot_000039,I've been white-knuckling through every day for months.,anxiety,,0.5512,0.9355,ann_012,forum_scrape,2025-12-18T00:00:00Z
emot_000302,I've been writing in my journal every night. The sadness needs somewhere to go.,sadness,,0.8147,0.8798,ann_014,clinical_notes,2025-02-01T00:00:00Z
emot_000952,I feel guilty for how much I relied on others during my illness and how little I gave back.,guilt,sadness,0.6124,0.8541,ann_009,crisis_text_line,2025-09-14T00:00:00Z
emot_001049,I feel like I'm fundamentally unlovable.,shame,,0.7787,0.7903,ann_008,synthetic,2025-05-21T00:00:00Z
emot_000545,I've been short-tempered with my kids because I brought the work anger home.,anger,guilt,0.877,0.9552,ann_014,clinical_notes,2026-01-23T00:00:00Z
emot_000054,I feel like one slip-up will undo everything I've worked for.,anxiety,,0.8856,0.8069,ann_005,crisis_text_line,2025-11-23T00:00:00Z
emot_000588,I feel like the anger is justified but I don't know what to do with it.,anger,guilt,0.8265,0.8453,ann_014,forum_scrape,2025-11-21T00:00:00Z
emot_000283,I feel like the relationship ended before it actually ended. I was grieving even then.,sadness,,0.7483,0.7621,ann_006,forum_scrape,2025-07-31T00:00:00Z
emot_000143,The worry is relentless. It never fully goes away.,anxiety,sadness,0.9681,0.8004,ann_010,synthetic,2025-04-08T00:00:00Z
emot_000849,I feel like I'm just taking up space.,hopelessness,,0.7484,0.9238,ann_010,synthetic,2025-08-27T00:00:00Z
emot_000693,I'm terrified of everything right now. Everything feels like a threat.,fear,,0.847,0.8814,ann_011,synthetic,2025-10-22T00:00:00Z
emot_000687,I'm terrified of losing my memory. Of not knowing who I am.,fear,,0.7132,0.9338,ann_009,synthetic,2025-09-02T00:00:00Z
emot_000902,I've been unable to forgive myself for missing the last year of his life.,guilt,,0.7184,0.7944,ann_010,synthetic,2026-01-04T00:00:00Z
emot_001030,I'm ashamed of how much I've needed people who didn't deserve my need.,shame,sadness,0.9746,0.7712,ann_002,clinical_notes,2025-10-24T00:00:00Z
emot_000592,I'm terrified of the conversation I need to have with my daughter.,fear,,0.9332,0.7923,ann_013,clinical_notes,2025-02-04T00:00:00Z
emot_000527,"I feel a hot, buzzing anger that I can't quite shake.",anger,,0.957,0.9074,ann_002,synthetic,2025-09-04T00:00:00Z
emot_000080,Even good news doesn't reassure me. I just think about what could still go wrong.,anxiety,,0.8702,0.8637,ann_003,synthetic,2025-06-16T00:00:00Z
emot_000733,The sound makes me jump out of my skin. It reminds me of that night.,fear,,0.8595,0.9175,ann_015,clinical_notes,2026-01-17T00:00:00Z
emot_000259,I've been carrying grief for a friendship that ended without closure.,sadness,fear,0.872,0.8421,ann_009,synthetic,2025-10-19T00:00:00Z
emot_000502,I feel like I could cry but the only thing that comes out is anger.,anger,guilt,0.9555,0.9595,ann_002,synthetic,2025-02-04T00:00:00Z
emot_000125,I keep picturing catastrophic outcomes even for small decisions.,anxiety,,0.864,0.9284,ann_006,forum_scrape,2025-01-23T00:00:00Z
emot_000332,I've given up on plans I used to be excited about.,sadness,anxiety,0.8859,0.9757,ann_013,crisis_text_line,2025-08-29T00:00:00Z
emot_001070,"I'm ashamed of my family, which makes me ashamed of myself.",shame,sadness,0.937,0.9153,ann_013,synthetic,2025-08-11T00:00:00Z
emot_001016,I feel guilty for the parts of me I've given to things that didn't deserve them.,guilt,sadness,0.6097,0.7766,ann_008,clinical_notes,2025-05-26T00:00:00Z
emot_001056,I feel like I'm the person that the stories about redemption don't quite reach.,shame,hopelessness,0.8154,0.9392,ann_005,synthetic,2025-05-01T00:00:00Z
emot_000625,I've been unable to go into certain rooms since it happened.,fear,,0.6188,0.8831,ann_010,synthetic,2026-01-29T00:00:00Z
emot_000434,I'm furious that he was believed and I wasn't.,anger,fear,0.8252,0.8551,ann_004,synthetic,2025-07-08T00:00:00Z
emot_001135,I don't think I deserve to take up space in the world.,shame,,0.8696,0.9305,ann_001,crisis_text_line,2026-01-29T00:00:00Z
emot_000413,I feel the weight of everything that was left unsaid.,sadness,hopelessness,0.7188,0.8241,ann_013,crisis_text_line,2025-05-07T00:00:00Z
emot_000558,I'm angry at how powerless I feel.,anger,,0.7565,0.9289,ann_004,synthetic,2025-09-25T00:00:00Z
emot_000943,I've been carrying guilt about a decision I made that I'm not sure was right.,guilt,sadness,0.8878,0.7819,ann_007,synthetic,2025-12-27T00:00:00Z
emot_001021,I've been carrying the weight of this mistake for a long time.,guilt,sadness,0.8485,0.8279,ann_014,synthetic,2025-11-01T00:00:00Z
emot_001053,I'm ashamed of my anger. I've scared people with it.,shame,,0.6205,0.9023,ann_012,crisis_text_line,2025-01-28T00:00:00Z
emot_001301,I had a virtual call with my team to review the past quarter.,neutral,,0.335,0.8027,ann_006,synthetic,2026-01-11T00:00:00Z
emot_000690,The fear is primal. It's not in my head—it's in my body.,fear,,0.6695,0.8909,ann_003,clinical_notes,2025-05-13T00:00:00Z
emot_001286,I spoke to a friend who gave me some advice about my situation. I'm still thinking it over.,neutral,,0.3275,0.7722,ann_003,forum_scrape,2025-12-07T00:00:00Z
emot_001235,I spoke to my GP about a routine health check. All fine.,neutral,,0.3984,0.8837,ann_015,crisis_text_line,2025-11-23T00:00:00Z
emot_000956,I feel guilty for the anger I directed at the wrong person.,guilt,sadness,0.6666,0.9103,ann_003,crisis_text_line,2025-09-12T00:00:00Z
emot_001153,I'm ashamed of my sexuality. I've been hiding it for decades.,shame,sadness,0.8151,0.8736,ann_012,forum_scrape,2025-07-19T00:00:00Z
emot_000292,I feel a deep sadness about the world that I can't articulate.,sadness,hopelessness,0.5342,0.9319,ann_011,crisis_text_line,2025-10-18T00:00:00Z
emot_001307,I had an ordinary day that felt manageable.,neutral,,0.2954,0.8893,ann_005,clinical_notes,2025-06-05T00:00:00Z
emot_000537,I feel like I deserve an apology that I'm never going to get.,anger,,0.7978,0.7771,ann_014,forum_scrape,2025-01-28T00:00:00Z
emot_001088,I feel like the shame has shaped who I am in ways I can't fully see.,shame,hopelessness,0.9391,0.8634,ann_014,synthetic,2026-01-04T00:00:00Z
emot_000295,I feel the weight of all the unfinished conversations I'll never have.,sadness,fear,0.7104,0.8382,ann_013,synthetic,2025-08-17T00:00:00Z
emot_000501,I'm angry at the silence—the silence of people who saw what was happening and did nothing.,anger,guilt,0.6726,0.768,ann_007,synthetic,2025-12-16T00:00:00Z
emot_000412,I've been driving routes I used to take with her just to feel close to something.,sadness,hopelessness,0.9051,0.9783,ann_003,forum_scrape,2025-12-02T00:00:00Z
emot_000447,I'm angry that I'm expected to be calm in situations that are genuinely outrageous.,anger,fear,0.6254,0.9357,ann_014,forum_scrape,2025-06-05T00:00:00Z
emot_000161,I've been checking in with everyone constantly to make sure they're okay.,anxiety,sadness,0.6698,0.8775,ann_004,crisis_text_line,2025-10-28T00:00:00Z
emot_000708,I've been hypervigilant since the incident. Every shadow is a threat.,fear,sadness,0.8764,0.9112,ann_004,synthetic,2025-02-10T00:00:00Z
emot_001077,I feel like I'm only here because no one has noticed yet how inadequate I am.,shame,,0.5731,0.9641,ann_015,synthetic,2025-08-30T00:00:00Z
emot_000352,I've been going through her recipe book and trying to make things the way she used to.,sadness,,0.6951,0.9139,ann_015,synthetic,2025-07-23T00:00:00Z
emot_001010,I feel guilty for the way I handled my father's illness. I didn't do enough.,guilt,,0.5959,0.883,ann_009,synthetic,2025-01-08T00:00:00Z
emot_000020,Even good days are shadowed by the anticipation of something bad happening.,anxiety,sadness,0.8729,0.9522,ann_005,synthetic,2025-07-09T00:00:00Z
emot_000124,I'm afraid I'll never stop feeling this way.,anxiety,,0.9126,0.9646,ann_012,synthetic,2025-04-07T00:00:00Z
emot_000252,I feel like I'm only half here.,sadness,guilt,0.8245,0.7782,ann_004,synthetic,2025-08-19T00:00:00Z
emot_000086,I'm so scared of the unknown. I just want to know what's going to happen.,anxiety,hopelessness,0.8622,0.8123,ann_004,synthetic,2025-05-09T00:00:00Z
emot_000705,I'm afraid of the pain of fully feeling this.,fear,,0.7888,0.9002,ann_005,clinical_notes,2025-12-30T00:00:00Z
emot_000119,I'm terrified of the future. It all feels so uncertain.,anxiety,hopelessness,0.9001,0.9755,ann_008,clinical_notes,2025-05-05T00:00:00Z
emot_001208,I've been gradually working through a to-do list that's been building for months.,neutral,,0.4177,0.9524,ann_002,synthetic,2025-11-14T00:00:00Z
emot_001250,I've been reading about sleep hygiene. Some of it has been helpful.,neutral,,0.2388,0.7932,ann_012,synthetic,2026-01-30T00:00:00Z
emot_000200,There's a knot in my stomach that hasn't gone away in weeks.,anxiety,hopelessness,0.8636,0.9384,ann_004,synthetic,2025-03-17T00:00:00Z
emot_000233,I keep hoping I'll wake up and feel normal again. It hasn't happened.,sadness,anxiety,0.6186,0.9725,ann_011,synthetic,2025-06-13T00:00:00Z
emot_001291,I've been tracking my habits for the past two weeks. Useful to see the data.,neutral,,0.3226,0.9537,ann_005,crisis_text_line,2025-07-30T00:00:00Z
emot_000516,I've been carrying this anger for years. I don't know how to put it down.,anger,guilt,0.5774,0.9611,ann_004,synthetic,2025-12-27T00:00:00Z
emot_000607,I'm afraid of what comes next. I've never been more uncertain.,fear,,0.6121,0.7667,ann_002,synthetic,2025-09-15T00:00:00Z
emot_000873,I've accepted that joy is not something I get to have.,hopelessness,guilt,0.9216,0.9555,ann_010,synthetic,2025-12-23T00:00:00Z
emot_000040,The intrusive thoughts come from nowhere and I don't know how to make them stop.,anxiety,sadness,0.8459,0.9682,ann_010,synthetic,2025-06-19T00:00:00Z
emot_000650,I've been scared of my own shadow lately. Everything feels like a threat.,fear,,0.6227,0.8722,ann_002,synthetic,2026-01-21T00:00:00Z
emot_000373,I've been saving her voicemails so I can hear her voice.,sadness,,0.7455,0.8755,ann_013,clinical_notes,2025-12-16T00:00:00Z
emot_000048,I couldn't eat breakfast because the thought of the meeting made me too nauseous.,anxiety,,0.971,0.7668,ann_015,forum_scrape,2025-08-01T00:00:00Z
emot_000031,I wish I could just switch off my brain for a few hours.,anxiety,sadness,0.8515,0.9194,ann_013,synthetic,2025-06-20T00:00:00Z
emot_000377,I feel sad about how quickly time passes and how little I've done with it.,sadness,anxiety,0.9304,0.9617,ann_007,clinical_notes,2025-12-21T00:00:00Z
emot_000666,I'm terrified of what I'll feel when I'm not busy anymore.,fear,,0.8627,0.8874,ann_014,synthetic,2026-02-01T00:00:00Z
emot_000513,I'm furious at my own passivity. Why didn't I say something sooner?,anger,guilt,0.9145,0.9247,ann_014,synthetic,2025-07-11T00:00:00Z
emot_000047,I've been having intrusive thoughts about bad things happening to people I love.,anxiety,sadness,0.8035,0.7958,ann_001,synthetic,2025-01-13T00:00:00Z
emot_000423,I've been lashing out at people who don't deserve it. I know it's displaced.,anger,guilt,0.6208,0.7816,ann_003,synthetic,2025-01-06T00:00:00Z
emot_000085,I'm scared of the silence. My mind fills it with terrible scenarios.,anxiety,,0.8484,0.8721,ann_012,clinical_notes,2025-08-06T00:00:00Z
emot_000419,I feel like my anger is a signal that something was genuinely wrong and I'm not going to pretend otherwise.,anger,sadness,0.9753,0.9741,ann_009,synthetic,2025-03-21T00:00:00Z
emot_000098,I'm scared of being vulnerable. I hide how much I'm struggling.,anxiety,sadness,0.8296,0.7861,ann_009,synthetic,2025-03-30T00:00:00Z
emot_000406,I feel the absence of people I've lost like a physical weight.,sadness,hopelessness,0.8225,0.7574,ann_006,crisis_text_line,2025-05-15T00:00:00Z
emot_000719,"I'm afraid of the future in a visceral, bodily way.",fear,,0.8205,0.849,ann_010,synthetic,2025-05-30T00:00:00Z
emot_001014,I've been carrying guilt about something I did in a moment of desperation.,guilt,,0.7345,0.9251,ann_002,synthetic,2025-06-10T00:00:00Z
emot_000973,"I should have called sooner. I didn't, and now it's too late.",guilt,,0.7368,0.7713,ann_010,forum_scrape,2025-01-29T00:00:00Z
emot_000308,I've lost the motivation to do things I used to enjoy.,sadness,,0.5461,0.7659,ann_001,synthetic,2025-08-30T00:00:00Z
emot_000058,I feel like I'm on the verge of a panic attack whenever I'm in a crowd.,anxiety,hopelessness,0.918,0.7643,ann_007,crisis_text_line,2025-08-04T00:00:00Z
emot_000549,I've been struggling not to say things I'll regret.,anger,,0.846,0.908,ann_006,synthetic,2025-03-10T00:00:00Z
emot_000061,I'm frightened by my own thoughts sometimes.,anxiety,,0.9739,0.8623,ann_007,synthetic,2025-05-20T00:00:00Z
emot_001008,I feel guilty for the ways I've hurt people without even realising I was doing it.,guilt,sadness,0.5987,0.9216,ann_010,synthetic,2025-05-23T00:00:00Z
emot_000677,I'm terrified of the emptiness on the other side of this.,fear,anxiety,0.907,0.7655,ann_013,synthetic,2025-11-21T00:00:00Z
emot_000778,I feel like I've been promised a life that was never going to be delivered.,hopelessness,,0.9676,0.8909,ann_011,synthetic,2025-11-17T00:00:00Z
emot_000017,My mind keeps jumping to worst-case scenarios even when things are fine.,anxiety,hopelessness,0.8023,0.9147,ann_005,synthetic,2025-05-03T00:00:00Z
emot_000021,I've been having intrusive thoughts and they scare me.,anxiety,,0.9322,0.8907,ann_009,synthetic,2025-12-01T00:00:00Z
emot_000499,I've been angrier since I started understanding what actually happened to me.,anger,sadness,0.9543,0.8689,ann_011,clinical_notes,2025-10-20T00:00:00Z
emot_000371,I feel the weight of time and how much it's taken from me.,sadness,anxiety,0.8275,0.9098,ann_010,crisis_text_line,2025-09-09T00:00:00Z
emot_000437,"I've been talking too fast, too loud, too much. I know I'm dysregulated.",anger,sadness,0.7525,0.8963,ann_015,synthetic,2025-12-22T00:00:00Z
emot_000765,I've given up on being fixed.,hopelessness,anxiety,0.6406,0.935,ann_008,synthetic,2025-06-06T00:00:00Z
emot_000214,I feel like I'm always on the edge of a cliff.,anxiety,,0.71,0.884,ann_015,synthetic,2025-03-14T00:00:00Z
emot_000540,I'm furious at everyone who said it would get better. It hasn't.,anger,fear,0.9292,0.9554,ann_003,synthetic,2025-08-23T00:00:00Z
emot_001015,I feel guilty for the lie I've been living.,guilt,sadness,0.8982,0.9253,ann_005,clinical_notes,2025-12-27T00:00:00Z
emot_000163,I'm scared of being vulnerable. What if people use it against me?,anxiety,sadness,0.7224,0.9337,ann_011,crisis_text_line,2025-02-26T00:00:00Z
emot_000477,I slammed the door. I'm not proud of it.,anger,fear,0.6807,0.7504,ann_010,synthetic,2025-12-26T00:00:00Z
emot_000988,I feel guilty for being the reason the family fractured.,guilt,shame,0.5272,0.8138,ann_010,forum_scrape,2025-02-04T00:00:00Z
emot_000691,I've been afraid of the next steps. Each one is harder than the last.,fear,,0.7862,0.9705,ann_006,synthetic,2025-06-25T00:00:00Z
emot_001159,I made a significant decision after thinking about it for a long time.,neutral,,0.4525,0.9243,ann_009,synthetic,2025-10-19T00:00:00Z
emot_000033,"I've been having shallow breathing for weeks. Anxiety, I think, but I'm not sure.",anxiety,,0.762,0.9612,ann_005,crisis_text_line,2025-06-29T00:00:00Z
emot_000609,I've been scared of the doctor for years. I know I've been avoiding things I shouldn't.,fear,anxiety,0.9094,0.8006,ann_007,crisis_text_line,2026-01-18T00:00:00Z
emot_000584,I feel like I was treated as disposable.,anger,,0.6258,0.9015,ann_006,synthetic,2025-01-02T00:00:00Z
emot_000845,I've run out of the will to pretend things are okay.,hopelessness,anxiety,0.9447,0.7664,ann_015,synthetic,2025-11-10T00:00:00Z
emot_000074,I've been avoiding medical appointments because the waiting room makes me spiral.,anxiety,fear,0.967,0.8299,ann_011,synthetic,2025-08-08T00:00:00Z
emot_000208,I'm so tired of feeling afraid all the time.,anxiety,fear,0.9245,0.8815,ann_006,clinical_notes,2025-04-07T00:00:00Z
emot_001075,I'm ashamed of how I look. I can't remember the last time I felt comfortable in my body.,shame,,0.6506,0.7806,ann_012,synthetic,2025-06-15T00:00:00Z
emot_001090,I feel like a fraud. Everyone thinks I'm a functioning adult.,shame,,0.8438,0.9025,ann_010,synthetic,2025-04-19T00:00:00Z
emot_000698,I've been paralysed by fear of failure for years. Nothing gets started.,fear,,0.9503,0.7721,ann_006,synthetic,2026-01-17T00:00:00Z
emot_000414,I feel like the sadness is something I'll just learn to carry differently over time.,sadness,anxiety,0.8885,0.8955,ann_007,synthetic,2025-11-18T00:00:00Z
emot_000511,I feel a fury that needs somewhere to go.,anger,,0.6783,0.8024,ann_012,synthetic,2025-06-03T00:00:00Z
emot_000042,I go over arguments in my head days after they've ended.,anxiety,hopelessness,0.8976,0.8467,ann_011,forum_scrape,2025-07-14T00:00:00Z
emot_000785,I feel like every door is closed.,hopelessness,anxiety,0.7967,0.7746,ann_001,crisis_text_line,2025-04-05T00:00:00Z
emot_000473,Woh mujhse jhooth bolta raha. Main paagal nahi hoon. Mujhe pata tha.,anger,fear,0.6424,0.9666,ann_010,synthetic,2025-07-22T00:00:00Z
emot_000436,I've been told to just calm down but that makes me even angrier.,anger,guilt,0.9656,0.8064,ann_015,synthetic,2025-01-04T00:00:00Z
emot_000459,They promised me a raise six months ago. Still waiting. Still angry.,anger,fear,0.8782,0.7959,ann_004,forum_scrape,2025-09-27T00:00:00Z
emot_001121,I feel like I am my worst moments and nothing more.,shame,hopelessness,0.9798,0.8401,ann_001,synthetic,2025-06-20T00:00:00Z
emot_000796,I feel like I'm watching my life from outside myself and it's just so bleak.,hopelessness,sadness,0.8075,0.8415,ann_013,crisis_text_line,2025-06-05T00:00:00Z
emot_000737,I'm scared of facing what happened without something to numb it.,fear,,0.9493,0.9273,ann_003,synthetic,2025-05-08T00:00:00Z
emot_000544,I keep everything inside until I explode and then everyone acts surprised.,anger,,0.8957,0.8598,ann_001,clinical_notes,2025-01-03T00:00:00Z
emot_000498,I'm angry that nobody in my family will take my side.,anger,,0.9929,0.8595,ann_007,crisis_text_line,2025-02-10T00:00:00Z
emot_001257,I've started waking up earlier. Still adjusting.,neutral,,0.2397,0.9712,ann_015,synthetic,2025-11-24T00:00:00Z
emot_001289,I attended a community workshop over the weekend.,neutral,,0.2414,0.7899,ann_011,synthetic,2025-07-25T00:00:00Z
emot_000867,"I've tried medication, therapy, everything. I'm the same as I've always been.",hopelessness,,0.6201,0.8788,ann_002,crisis_text_line,2025-07-03T00:00:00Z
